#    L    TT             EE             TE             PP             TP          
  3981   0.247092E+01   0.714494E-01  -0.126531E+00   0.334274E+05   0.102122E+01
  3982   0.246409E+01   0.711174E-01  -0.125346E+00   0.334141E+05   0.101960E+01
  3983   0.245722E+01   0.707898E-01  -0.124160E+00   0.334007E+05   0.101798E+01
  3984   0.245031E+01   0.704668E-01  -0.122974E+00   0.333874E+05   0.101636E+01
  3985   0.244336E+01   0.701483E-01  -0.121788E+00   0.333741E+05   0.101474E+01
  3986   0.243635E+01   0.698344E-01  -0.120602E+00   0.333608E+05   0.101312E+01
  3987   0.242932E+01   0.695252E-01  -0.119417E+00   0.333475E+05   0.101151E+01
  3988   0.242224E+01   0.692205E-01  -0.118233E+00   0.333342E+05   0.100989E+01
  3989   0.241512E+01   0.689205E-01  -0.117050E+00   0.333209E+05   0.100828E+01
  3990   0.240796E+01   0.686252E-01  -0.115869E+00   0.333077E+05   0.100666E+01
  3991   0.240076E+01   0.683345E-01  -0.114690E+00   0.332944E+05   0.100505E+01
  3992   0.239353E+01   0.680485E-01  -0.113513E+00   0.332811E+05   0.100344E+01
  3993   0.238627E+01   0.677672E-01  -0.112338E+00   0.332679E+05   0.100183E+01
  3994   0.237896E+01   0.674906E-01  -0.111166E+00   0.332547E+05   0.100022E+01
  3995   0.237162E+01   0.672188E-01  -0.109998E+00   0.332414E+05   0.998611E+00
  3996   0.236425E+01   0.669517E-01  -0.108834E+00   0.332282E+05   0.997005E+00
  3997   0.235684E+01   0.666894E-01  -0.107673E+00   0.332150E+05   0.995401E+00
  3998   0.234940E+01   0.664317E-01  -0.106516E+00   0.332018E+05   0.993799E+00
  3999   0.234193E+01   0.661788E-01  -0.105364E+00   0.331886E+05   0.992200E+00
  4000   0.233442E+01   0.659306E-01  -0.104217E+00   0.331754E+05   0.990602E+00
  4001   0.232689E+01   0.656872E-01  -0.103074E+00   0.331622E+05   0.989006E+00
  4002   0.231932E+01   0.654484E-01  -0.101937E+00   0.331491E+05   0.987413E+00
  4003   0.231173E+01   0.652144E-01  -0.100805E+00   0.331359E+05   0.985821E+00
  4004   0.230411E+01   0.649850E-01  -0.996798E-01   0.331228E+05   0.984233E+00
  4005   0.229646E+01   0.647603E-01  -0.985596E-01   0.331096E+05   0.982647E+00
  4006   0.228878E+01   0.645403E-01  -0.974468E-01   0.330965E+05   0.981063E+00
  4007   0.228108E+01   0.643250E-01  -0.963400E-01   0.330834E+05   0.979482E+00
  4008   0.227335E+01   0.641143E-01  -0.952406E-01   0.330702E+05   0.977904E+00
  4009   0.226560E+01   0.639083E-01  -0.941478E-01   0.330571E+05   0.976328E+00
  4010   0.225783E+01   0.637068E-01  -0.930624E-01   0.330440E+05   0.974756E+00
  4011   0.225002E+01   0.635099E-01  -0.919852E-01   0.330309E+05   0.973186E+00
  4012   0.224221E+01   0.633176E-01  -0.909154E-01   0.330179E+05   0.971620E+00
  4013   0.223436E+01   0.631298E-01  -0.898545E-01   0.330048E+05   0.970057E+00
  4014   0.222650E+01   0.629466E-01  -0.888018E-01   0.329917E+05   0.968497E+00
  4015   0.221862E+01   0.627678E-01  -0.877572E-01   0.329787E+05   0.966940E+00
  4016   0.221072E+01   0.625936E-01  -0.867222E-01   0.329656E+05   0.965386E+00
  4017   0.220280E+01   0.624237E-01  -0.856962E-01   0.329526E+05   0.963836E+00
  4018   0.219486E+01   0.622582E-01  -0.846790E-01   0.329395E+05   0.962290E+00
  4019   0.218691E+01   0.620971E-01  -0.836722E-01   0.329265E+05   0.960747E+00
  4020   0.217894E+01   0.619404E-01  -0.826751E-01   0.329135E+05   0.959208E+00
  4021   0.217096E+01   0.617880E-01  -0.816876E-01   0.329005E+05   0.957672E+00
  4022   0.216296E+01   0.616399E-01  -0.807105E-01   0.328875E+05   0.956141E+00
  4023   0.215496E+01   0.614960E-01  -0.797437E-01   0.328745E+05   0.954613E+00
  4024   0.214694E+01   0.613564E-01  -0.787874E-01   0.328615E+05   0.953089E+00
  4025   0.213891E+01   0.612209E-01  -0.778422E-01   0.328486E+05   0.951570E+00
  4026   0.213087E+01   0.610895E-01  -0.769081E-01   0.328356E+05   0.950054E+00
  4027   0.212283E+01   0.609622E-01  -0.759852E-01   0.328226E+05   0.948543E+00
  4028   0.211478E+01   0.608390E-01  -0.750741E-01   0.328097E+05   0.947036E+00
  4029   0.210672E+01   0.607198E-01  -0.741736E-01   0.327967E+05   0.945534E+00
  4030   0.209865E+01   0.606044E-01  -0.732851E-01   0.327838E+05   0.944036E+00
  4031   0.209057E+01   0.604931E-01  -0.724086E-01   0.327709E+05   0.942542E+00
  4032   0.208250E+01   0.603856E-01  -0.715439E-01   0.327580E+05   0.941054E+00
  4033   0.207442E+01   0.602818E-01  -0.706915E-01   0.327451E+05   0.939570E+00
  4034   0.206634E+01   0.601818E-01  -0.698512E-01   0.327322E+05   0.938090E+00
  4035   0.205826E+01   0.600856E-01  -0.690233E-01   0.327193E+05   0.936616E+00
  4036   0.205018E+01   0.599931E-01  -0.682079E-01   0.327064E+05   0.935146E+00
  4037   0.204209E+01   0.599041E-01  -0.674052E-01   0.326935E+05   0.933682E+00
  4038   0.203401E+01   0.598187E-01  -0.666152E-01   0.326807E+05   0.932223E+00
  4039   0.202594E+01   0.597368E-01  -0.658381E-01   0.326678E+05   0.930769E+00
  4040   0.201787E+01   0.596583E-01  -0.650739E-01   0.326550E+05   0.929320E+00
  4041   0.200980E+01   0.595832E-01  -0.643228E-01   0.326421E+05   0.927876E+00
  4042   0.200174E+01   0.595114E-01  -0.635849E-01   0.326293E+05   0.926438E+00
  4043   0.199368E+01   0.594429E-01  -0.628603E-01   0.326165E+05   0.925005E+00
  4044   0.198563E+01   0.593776E-01  -0.621490E-01   0.326037E+05   0.923578E+00
  4045   0.197759E+01   0.593154E-01  -0.614512E-01   0.325909E+05   0.922157E+00
  4046   0.196955E+01   0.592563E-01  -0.607669E-01   0.325781E+05   0.920742E+00
  4047   0.196153E+01   0.592002E-01  -0.600962E-01   0.325653E+05   0.919332E+00
  4048   0.195352E+01   0.591472E-01  -0.594391E-01   0.325525E+05   0.917928E+00
  4049   0.194552E+01   0.590969E-01  -0.587958E-01   0.325397E+05   0.916530E+00
  4050   0.193754E+01   0.590496E-01  -0.581663E-01   0.325269E+05   0.915138E+00
  4051   0.192957E+01   0.590051E-01  -0.575505E-01   0.325142E+05   0.913752E+00
  4052   0.192162E+01   0.589633E-01  -0.569487E-01   0.325014E+05   0.912373E+00
  4053   0.191368E+01   0.589242E-01  -0.563608E-01   0.324887E+05   0.911000E+00
  4054   0.190576E+01   0.588876E-01  -0.557868E-01   0.324760E+05   0.909632E+00
  4055   0.189785E+01   0.588536E-01  -0.552269E-01   0.324632E+05   0.908272E+00
  4056   0.188997E+01   0.588220E-01  -0.546809E-01   0.324505E+05   0.906917E+00
  4057   0.188211E+01   0.587929E-01  -0.541491E-01   0.324378E+05   0.905569E+00
  4058   0.187426E+01   0.587660E-01  -0.536313E-01   0.324251E+05   0.904227E+00
  4059   0.186645E+01   0.587414E-01  -0.531275E-01   0.324124E+05   0.902891E+00
  4060   0.185865E+01   0.587190E-01  -0.526379E-01   0.323998E+05   0.901562E+00
  4061   0.185087E+01   0.586988E-01  -0.521623E-01   0.323871E+05   0.900239E+00
  4062   0.184313E+01   0.586806E-01  -0.517008E-01   0.323744E+05   0.898923E+00
  4063   0.183540E+01   0.586643E-01  -0.512534E-01   0.323618E+05   0.897613E+00
  4064   0.182771E+01   0.586500E-01  -0.508202E-01   0.323491E+05   0.896309E+00
  4065   0.182004E+01   0.586375E-01  -0.504009E-01   0.323365E+05   0.895012E+00
  4066   0.181240E+01   0.586269E-01  -0.499958E-01   0.323238E+05   0.893722E+00
  4067   0.180478E+01   0.586179E-01  -0.496047E-01   0.323112E+05   0.892438E+00
  4068   0.179720E+01   0.586106E-01  -0.492275E-01   0.322986E+05   0.891161E+00
  4069   0.178964E+01   0.586047E-01  -0.488644E-01   0.322860E+05   0.889890E+00
  4070   0.178211E+01   0.586004E-01  -0.485153E-01   0.322734E+05   0.888626E+00
  4071   0.177462E+01   0.585976E-01  -0.481801E-01   0.322608E+05   0.887369E+00
  4072   0.176716E+01   0.585961E-01  -0.478589E-01   0.322482E+05   0.886118E+00
  4073   0.175972E+01   0.585958E-01  -0.475514E-01   0.322356E+05   0.884874E+00
  4074   0.175233E+01   0.585967E-01  -0.472578E-01   0.322230E+05   0.883637E+00
  4075   0.174497E+01   0.585989E-01  -0.469778E-01   0.322105E+05   0.882407E+00
  4076   0.173764E+01   0.586021E-01  -0.467114E-01   0.321979E+05   0.881184E+00
  4077   0.173035E+01   0.586063E-01  -0.464586E-01   0.321854E+05   0.879967E+00
  4078   0.172309E+01   0.586114E-01  -0.462193E-01   0.321728E+05   0.878757E+00
  4079   0.171588E+01   0.586175E-01  -0.459933E-01   0.321603E+05   0.877554E+00
  4080   0.170870E+01   0.586244E-01  -0.457807E-01   0.321478E+05   0.876358E+00
  4081   0.170156E+01   0.586320E-01  -0.455813E-01   0.321353E+05   0.875169E+00
  4082   0.169445E+01   0.586403E-01  -0.453950E-01   0.321228E+05   0.873987E+00
  4083   0.168740E+01   0.586492E-01  -0.452217E-01   0.321103E+05   0.872812E+00
  4084   0.168037E+01   0.586586E-01  -0.450614E-01   0.320978E+05   0.871644E+00
  4085   0.167339E+01   0.586686E-01  -0.449139E-01   0.320853E+05   0.870483E+00
  4086   0.166645E+01   0.586788E-01  -0.447792E-01   0.320728E+05   0.869329E+00
  4087   0.165955E+01   0.586896E-01  -0.446570E-01   0.320604E+05   0.868182E+00
  4088   0.165270E+01   0.587005E-01  -0.445474E-01   0.320479E+05   0.867043E+00
  4089   0.164588E+01   0.587117E-01  -0.444500E-01   0.320355E+05   0.865910E+00
  4090   0.163911E+01   0.587230E-01  -0.443648E-01   0.320230E+05   0.864785E+00
  4091   0.163238E+01   0.587344E-01  -0.442917E-01   0.320106E+05   0.863667E+00
  4092   0.162570E+01   0.587458E-01  -0.442306E-01   0.319982E+05   0.862556E+00
  4093   0.161906E+01   0.587572E-01  -0.441812E-01   0.319857E+05   0.861453E+00
  4094   0.161247E+01   0.587686E-01  -0.441435E-01   0.319733E+05   0.860356E+00
  4095   0.160592E+01   0.587797E-01  -0.441173E-01   0.319609E+05   0.859267E+00
  4096   0.159942E+01   0.587906E-01  -0.441024E-01   0.319485E+05   0.858186E+00
  4097   0.159296E+01   0.588013E-01  -0.440988E-01   0.319361E+05   0.857112E+00
  4098   0.158656E+01   0.588116E-01  -0.441061E-01   0.319238E+05   0.856045E+00
  4099   0.158020E+01   0.588215E-01  -0.441245E-01   0.319114E+05   0.854985E+00
  4100   0.157389E+01   0.588310E-01  -0.441536E-01   0.318990E+05   0.853934E+00
  4101   0.156762E+01   0.588399E-01  -0.441932E-01   0.318867E+05   0.852889E+00
  4102   0.156140E+01   0.588482E-01  -0.442433E-01   0.318743E+05   0.851852E+00
  4103   0.155524E+01   0.588560E-01  -0.443037E-01   0.318620E+05   0.850823E+00
  4104   0.154912E+01   0.588630E-01  -0.443741E-01   0.318497E+05   0.849801E+00
  4105   0.154305E+01   0.588692E-01  -0.444545E-01   0.318373E+05   0.848786E+00
  4106   0.153703E+01   0.588747E-01  -0.445448E-01   0.318250E+05   0.847779E+00
  4107   0.153106E+01   0.588793E-01  -0.446445E-01   0.318127E+05   0.846779E+00
  4108   0.152515E+01   0.588829E-01  -0.447537E-01   0.318004E+05   0.845787E+00
  4109   0.151928E+01   0.588856E-01  -0.448720E-01   0.317881E+05   0.844802E+00
  4110   0.151346E+01   0.588873E-01  -0.449995E-01   0.317758E+05   0.843825E+00
  4111   0.150769E+01   0.588879E-01  -0.451357E-01   0.317635E+05   0.842855E+00
  4112   0.150198E+01   0.588874E-01  -0.452805E-01   0.317513E+05   0.841893E+00
  4113   0.149632E+01   0.588858E-01  -0.454338E-01   0.317390E+05   0.840938E+00
  4114   0.149071E+01   0.588830E-01  -0.455953E-01   0.317268E+05   0.839990E+00
  4115   0.148515E+01   0.588790E-01  -0.457649E-01   0.317145E+05   0.839050E+00
  4116   0.147965E+01   0.588737E-01  -0.459423E-01   0.317023E+05   0.838117E+00
  4117   0.147419E+01   0.588670E-01  -0.461275E-01   0.316900E+05   0.837191E+00
  4118   0.146879E+01   0.588589E-01  -0.463201E-01   0.316778E+05   0.836273E+00
  4119   0.146344E+01   0.588494E-01  -0.465202E-01   0.316656E+05   0.835362E+00
  4120   0.145814E+01   0.588384E-01  -0.467272E-01   0.316534E+05   0.834459E+00
  4121   0.145290E+01   0.588258E-01  -0.469413E-01   0.316412E+05   0.833563E+00
  4122   0.144771E+01   0.588117E-01  -0.471621E-01   0.316290E+05   0.832674E+00
  4123   0.144257E+01   0.587959E-01  -0.473895E-01   0.316168E+05   0.831793E+00
  4124   0.143749E+01   0.587786E-01  -0.476232E-01   0.316046E+05   0.830919E+00
  4125   0.143245E+01   0.587595E-01  -0.478631E-01   0.315925E+05   0.830052E+00
  4126   0.142747E+01   0.587387E-01  -0.481089E-01   0.315803E+05   0.829193E+00
  4127   0.142254E+01   0.587161E-01  -0.483606E-01   0.315681E+05   0.828341E+00
  4128   0.141766E+01   0.586917E-01  -0.486177E-01   0.315560E+05   0.827496E+00
  4129   0.141284E+01   0.586655E-01  -0.488803E-01   0.315439E+05   0.826659E+00
  4130   0.140807E+01   0.586374E-01  -0.491480E-01   0.315317E+05   0.825829E+00
  4131   0.140335E+01   0.586074E-01  -0.494206E-01   0.315196E+05   0.825006E+00
  4132   0.139868E+01   0.585754E-01  -0.496980E-01   0.315075E+05   0.824191E+00
  4133   0.139406E+01   0.585414E-01  -0.499800E-01   0.314954E+05   0.823383E+00
  4134   0.138950E+01   0.585054E-01  -0.502663E-01   0.314833E+05   0.822582E+00
  4135   0.138499E+01   0.584674E-01  -0.505567E-01   0.314712E+05   0.821788E+00
  4136   0.138053E+01   0.584273E-01  -0.508511E-01   0.314591E+05   0.821002E+00
  4137   0.137612E+01   0.583852E-01  -0.511492E-01   0.314470E+05   0.820222E+00
  4138   0.137176E+01   0.583409E-01  -0.514508E-01   0.314349E+05   0.819451E+00
  4139   0.136745E+01   0.582946E-01  -0.517557E-01   0.314229E+05   0.818686E+00
  4140   0.136319E+01   0.582461E-01  -0.520637E-01   0.314108E+05   0.817929E+00
  4141   0.135900E+01   0.581955E-01  -0.523745E-01   0.313988E+05   0.817178E+00
  4142   0.135483E+01   0.581427E-01  -0.526881E-01   0.313867E+05   0.816436E+00
  4143   0.135073E+01   0.580878E-01  -0.530042E-01   0.313747E+05   0.815700E+00
  4144   0.134667E+01   0.580307E-01  -0.533225E-01   0.313627E+05   0.814971E+00
  4145   0.134267E+01   0.579714E-01  -0.536428E-01   0.313506E+05   0.814250E+00
  4146   0.133872E+01   0.579098E-01  -0.539650E-01   0.313386E+05   0.813536E+00
  4147   0.133481E+01   0.578460E-01  -0.542889E-01   0.313266E+05   0.812829E+00
  4148   0.133095E+01   0.577798E-01  -0.546142E-01   0.313146E+05   0.812130E+00
  4149   0.132714E+01   0.577114E-01  -0.549408E-01   0.313026E+05   0.811437E+00
  4150   0.132338E+01   0.576408E-01  -0.552684E-01   0.312907E+05   0.810752E+00
  4151   0.131966E+01   0.575679E-01  -0.555969E-01   0.312787E+05   0.810074E+00
  4152   0.131600E+01   0.574925E-01  -0.559262E-01   0.312667E+05   0.809403E+00
  4153   0.131238E+01   0.574150E-01  -0.562559E-01   0.312548E+05   0.808739E+00
  4154   0.130880E+01   0.573351E-01  -0.565859E-01   0.312428E+05   0.808082E+00
  4155   0.130527E+01   0.572529E-01  -0.569160E-01   0.312309E+05   0.807432E+00
  4156   0.130179E+01   0.571684E-01  -0.572461E-01   0.312189E+05   0.806789E+00
  4157   0.129835E+01   0.570815E-01  -0.575758E-01   0.312070E+05   0.806153E+00
  4158   0.129496E+01   0.569923E-01  -0.579052E-01   0.311951E+05   0.805524E+00
  4159   0.129162E+01   0.569008E-01  -0.582339E-01   0.311832E+05   0.804902E+00
  4160   0.128832E+01   0.568069E-01  -0.585617E-01   0.311713E+05   0.804287E+00
  4161   0.128506E+01   0.567106E-01  -0.588885E-01   0.311594E+05   0.803679E+00
  4162   0.128185E+01   0.566120E-01  -0.592141E-01   0.311475E+05   0.803077E+00
  4163   0.127867E+01   0.565111E-01  -0.595383E-01   0.311356E+05   0.802482E+00
  4164   0.127554E+01   0.564078E-01  -0.598609E-01   0.311237E+05   0.801894E+00
  4165   0.127246E+01   0.563022E-01  -0.601818E-01   0.311118E+05   0.801313E+00
  4166   0.126941E+01   0.561943E-01  -0.605009E-01   0.311000E+05   0.800738E+00
  4167   0.126641E+01   0.560840E-01  -0.608178E-01   0.310881E+05   0.800170E+00
  4168   0.126345E+01   0.559715E-01  -0.611324E-01   0.310763E+05   0.799608E+00
  4169   0.126053E+01   0.558567E-01  -0.614447E-01   0.310644E+05   0.799053E+00
  4170   0.125764E+01   0.557396E-01  -0.617543E-01   0.310526E+05   0.798504E+00
  4171   0.125480E+01   0.556203E-01  -0.620613E-01   0.310408E+05   0.797962E+00
  4172   0.125200E+01   0.554986E-01  -0.623654E-01   0.310290E+05   0.797426E+00
  4173   0.124923E+01   0.553747E-01  -0.626664E-01   0.310171E+05   0.796897E+00
  4174   0.124650E+01   0.552486E-01  -0.629642E-01   0.310053E+05   0.796374E+00
  4175   0.124381E+01   0.551202E-01  -0.632586E-01   0.309935E+05   0.795857E+00
  4176   0.124116E+01   0.549896E-01  -0.635496E-01   0.309818E+05   0.795347E+00
  4177   0.123854E+01   0.548567E-01  -0.638368E-01   0.309700E+05   0.794842E+00
  4178   0.123596E+01   0.547217E-01  -0.641204E-01   0.309582E+05   0.794344E+00
  4179   0.123341E+01   0.545844E-01  -0.643999E-01   0.309464E+05   0.793853E+00
  4180   0.123090E+01   0.544450E-01  -0.646755E-01   0.309347E+05   0.793367E+00
  4181   0.122842E+01   0.543034E-01  -0.649469E-01   0.309229E+05   0.792887E+00
  4182   0.122597E+01   0.541598E-01  -0.652139E-01   0.309112E+05   0.792414E+00
  4183   0.122356E+01   0.540140E-01  -0.654765E-01   0.308994E+05   0.791946E+00
  4184   0.122118E+01   0.538660E-01  -0.657346E-01   0.308877E+05   0.791485E+00
  4185   0.121883E+01   0.537161E-01  -0.659880E-01   0.308760E+05   0.791029E+00
  4186   0.121651E+01   0.535641E-01  -0.662366E-01   0.308643E+05   0.790580E+00
  4187   0.121423E+01   0.534100E-01  -0.664802E-01   0.308526E+05   0.790136E+00
  4188   0.121197E+01   0.532540E-01  -0.667188E-01   0.308409E+05   0.789698E+00
  4189   0.120974E+01   0.530959E-01  -0.669522E-01   0.308292E+05   0.789266E+00
  4190   0.120754E+01   0.529359E-01  -0.671804E-01   0.308175E+05   0.788840E+00
  4191   0.120537E+01   0.527739E-01  -0.674031E-01   0.308058E+05   0.788419E+00
  4192   0.120322E+01   0.526101E-01  -0.676205E-01   0.307941E+05   0.788005E+00
  4193   0.120110E+01   0.524443E-01  -0.678322E-01   0.307825E+05   0.787596E+00
  4194   0.119901E+01   0.522768E-01  -0.680382E-01   0.307708E+05   0.787192E+00
  4195   0.119695E+01   0.521075E-01  -0.682385E-01   0.307592E+05   0.786794E+00
  4196   0.119490E+01   0.519364E-01  -0.684329E-01   0.307475E+05   0.786402E+00
  4197   0.119289E+01   0.517635E-01  -0.686214E-01   0.307359E+05   0.786015E+00
  4198   0.119090E+01   0.515890E-01  -0.688039E-01   0.307243E+05   0.785634E+00
  4199   0.118893E+01   0.514128E-01  -0.689803E-01   0.307126E+05   0.785258E+00
  4200   0.118698E+01   0.512350E-01  -0.691504E-01   0.307010E+05   0.784888E+00
  4201   0.118505E+01   0.510556E-01  -0.693144E-01   0.306894E+05   0.784523E+00
  4202   0.118314E+01   0.508746E-01  -0.694721E-01   0.306778E+05   0.784163E+00
  4203   0.118126E+01   0.506920E-01  -0.696233E-01   0.306662E+05   0.783809E+00
  4204   0.117940E+01   0.505080E-01  -0.697681E-01   0.306547E+05   0.783460E+00
  4205   0.117756E+01   0.503225E-01  -0.699063E-01   0.306431E+05   0.783116E+00
  4206   0.117573E+01   0.501355E-01  -0.700380E-01   0.306315E+05   0.782777E+00
  4207   0.117393E+01   0.499471E-01  -0.701630E-01   0.306199E+05   0.782443E+00
  4208   0.117214E+01   0.497573E-01  -0.702813E-01   0.306084E+05   0.782114E+00
  4209   0.117037E+01   0.495663E-01  -0.703929E-01   0.305968E+05   0.781791E+00
  4210   0.116861E+01   0.493739E-01  -0.704977E-01   0.305853E+05   0.781472E+00
  4211   0.116687E+01   0.491802E-01  -0.705956E-01   0.305738E+05   0.781158E+00
  4212   0.116515E+01   0.489855E-01  -0.706866E-01   0.305622E+05   0.780849E+00
  4213   0.116344E+01   0.487894E-01  -0.707707E-01   0.305507E+05   0.780545E+00
  4214   0.116175E+01   0.485923E-01  -0.708478E-01   0.305392E+05   0.780245E+00
  4215   0.116007E+01   0.483940E-01  -0.709180E-01   0.305277E+05   0.779951E+00
  4216   0.115840E+01   0.481947E-01  -0.709811E-01   0.305162E+05   0.779661E+00
  4217   0.115675E+01   0.479944E-01  -0.710371E-01   0.305047E+05   0.779375E+00
  4218   0.115511E+01   0.477931E-01  -0.710861E-01   0.304932E+05   0.779094E+00
  4219   0.115347E+01   0.475909E-01  -0.711281E-01   0.304818E+05   0.778817E+00
  4220   0.115185E+01   0.473877E-01  -0.711629E-01   0.304703E+05   0.778545E+00
  4221   0.115025E+01   0.471836E-01  -0.711905E-01   0.304588E+05   0.778278E+00
  4222   0.114864E+01   0.469788E-01  -0.712110E-01   0.304474E+05   0.778014E+00
  4223   0.114705E+01   0.467731E-01  -0.712244E-01   0.304359E+05   0.777755E+00
  4224   0.114547E+01   0.465667E-01  -0.712305E-01   0.304245E+05   0.777501E+00
  4225   0.114390E+01   0.463594E-01  -0.712294E-01   0.304131E+05   0.777250E+00
  4226   0.114233E+01   0.461516E-01  -0.712211E-01   0.304016E+05   0.777004E+00
  4227   0.114077E+01   0.459431E-01  -0.712057E-01   0.303902E+05   0.776761E+00
  4228   0.113922E+01   0.457339E-01  -0.711830E-01   0.303788E+05   0.776523E+00
  4229   0.113767E+01   0.455242E-01  -0.711533E-01   0.303674E+05   0.776289E+00
  4230   0.113612E+01   0.453140E-01  -0.711164E-01   0.303560E+05   0.776058E+00
  4231   0.113459E+01   0.451033E-01  -0.710725E-01   0.303446E+05   0.775832E+00
  4232   0.113306E+01   0.448923E-01  -0.710214E-01   0.303332E+05   0.775609E+00
  4233   0.113153E+01   0.446808E-01  -0.709633E-01   0.303218E+05   0.775390E+00
  4234   0.113000E+01   0.444690E-01  -0.708982E-01   0.303105E+05   0.775175E+00
  4235   0.112848E+01   0.442569E-01  -0.708261E-01   0.302991E+05   0.774964E+00
  4236   0.112697E+01   0.440445E-01  -0.707469E-01   0.302877E+05   0.774756E+00
  4237   0.112545E+01   0.438319E-01  -0.706608E-01   0.302764E+05   0.774552E+00
  4238   0.112393E+01   0.436190E-01  -0.705679E-01   0.302651E+05   0.774351E+00
  4239   0.112242E+01   0.434061E-01  -0.704679E-01   0.302537E+05   0.774154E+00
  4240   0.112091E+01   0.431930E-01  -0.703611E-01   0.302424E+05   0.773960E+00
  4241   0.111939E+01   0.429798E-01  -0.702475E-01   0.302311E+05   0.773770E+00
  4242   0.111788E+01   0.427666E-01  -0.701272E-01   0.302198E+05   0.773583E+00
  4243   0.111636E+01   0.425534E-01  -0.700001E-01   0.302085E+05   0.773399E+00
  4244   0.111485E+01   0.423402E-01  -0.698664E-01   0.301972E+05   0.773219E+00
  4245   0.111333E+01   0.421272E-01  -0.697261E-01   0.301859E+05   0.773042E+00
  4246   0.111181E+01   0.419143E-01  -0.695794E-01   0.301746E+05   0.772868E+00
  4247   0.111029E+01   0.417016E-01  -0.694262E-01   0.301633E+05   0.772697E+00
  4248   0.110876E+01   0.414891E-01  -0.692665E-01   0.301520E+05   0.772529E+00
  4249   0.110723E+01   0.412767E-01  -0.691004E-01   0.301408E+05   0.772364E+00
  4250   0.110570E+01   0.410648E-01  -0.689281E-01   0.301295E+05   0.772202E+00
  4251   0.110417E+01   0.408531E-01  -0.687496E-01   0.301182E+05   0.772043E+00
  4252   0.110263E+01   0.406417E-01  -0.685648E-01   0.301070E+05   0.771886E+00
  4253   0.110108E+01   0.404308E-01  -0.683739E-01   0.300958E+05   0.771733E+00
  4254   0.109954E+01   0.402202E-01  -0.681769E-01   0.300845E+05   0.771582E+00
  4255   0.109798E+01   0.400101E-01  -0.679740E-01   0.300733E+05   0.771434E+00
  4256   0.109642E+01   0.398006E-01  -0.677652E-01   0.300621E+05   0.771289E+00
  4257   0.109485E+01   0.395916E-01  -0.675507E-01   0.300509E+05   0.771146E+00
  4258   0.109328E+01   0.393832E-01  -0.673304E-01   0.300397E+05   0.771005E+00
  4259   0.109170E+01   0.391754E-01  -0.671046E-01   0.300285E+05   0.770867E+00
  4260   0.109012E+01   0.389683E-01  -0.668732E-01   0.300173E+05   0.770732E+00
  4261   0.108852E+01   0.387619E-01  -0.666364E-01   0.300061E+05   0.770598E+00
  4262   0.108693E+01   0.385562E-01  -0.663943E-01   0.299949E+05   0.770467E+00
  4263   0.108531E+01   0.383514E-01  -0.661469E-01   0.299838E+05   0.770338E+00
  4264   0.108370E+01   0.381473E-01  -0.658943E-01   0.299726E+05   0.770211E+00
  4265   0.108207E+01   0.379440E-01  -0.656367E-01   0.299614E+05   0.770087E+00
  4266   0.108044E+01   0.377416E-01  -0.653739E-01   0.299503E+05   0.769964E+00
  4267   0.107880E+01   0.375402E-01  -0.651063E-01   0.299391E+05   0.769843E+00
  4268   0.107715E+01   0.373395E-01  -0.648338E-01   0.299280E+05   0.769725E+00
  4269   0.107549E+01   0.371400E-01  -0.645566E-01   0.299169E+05   0.769608E+00
  4270   0.107382E+01   0.369413E-01  -0.642748E-01   0.299058E+05   0.769493E+00
  4271   0.107214E+01   0.367438E-01  -0.639884E-01   0.298946E+05   0.769379E+00
  4272   0.107045E+01   0.365473E-01  -0.636977E-01   0.298835E+05   0.769267E+00
  4273   0.106875E+01   0.363519E-01  -0.634025E-01   0.298724E+05   0.769157E+00
  4274   0.106704E+01   0.361575E-01  -0.631031E-01   0.298613E+05   0.769049E+00
  4275   0.106533E+01   0.359643E-01  -0.627997E-01   0.298502E+05   0.768941E+00
  4276   0.106360E+01   0.357724E-01  -0.624922E-01   0.298392E+05   0.768836E+00
  4277   0.106186E+01   0.355816E-01  -0.621807E-01   0.298281E+05   0.768732E+00
  4278   0.106011E+01   0.353920E-01  -0.618655E-01   0.298170E+05   0.768629E+00
  4279   0.105834E+01   0.352036E-01  -0.615465E-01   0.298060E+05   0.768527E+00
  4280   0.105657E+01   0.350166E-01  -0.612239E-01   0.297949E+05   0.768426E+00
  4281   0.105479E+01   0.348308E-01  -0.608977E-01   0.297839E+05   0.768327E+00
  4282   0.105299E+01   0.346462E-01  -0.605682E-01   0.297728E+05   0.768229E+00
  4283   0.105118E+01   0.344631E-01  -0.602354E-01   0.297618E+05   0.768131E+00
  4284   0.104937E+01   0.342814E-01  -0.598993E-01   0.297508E+05   0.768035E+00
  4285   0.104753E+01   0.341010E-01  -0.595602E-01   0.297397E+05   0.767940E+00
  4286   0.104569E+01   0.339221E-01  -0.592182E-01   0.297287E+05   0.767845E+00
  4287   0.104383E+01   0.337445E-01  -0.588735E-01   0.297177E+05   0.767751E+00
  4288   0.104197E+01   0.335685E-01  -0.585260E-01   0.297067E+05   0.767658E+00
  4289   0.104009E+01   0.333939E-01  -0.581758E-01   0.296957E+05   0.767566E+00
  4290   0.103820E+01   0.332209E-01  -0.578233E-01   0.296847E+05   0.767474E+00
