#    L    TT             EE             TE             PP             TP          
  4291   0.103630E+01   0.330494E-01  -0.574684E-01   0.296737E+05   0.767383E+00
  4292   0.103439E+01   0.328794E-01  -0.571113E-01   0.296628E+05   0.767293E+00
  4293   0.103246E+01   0.327109E-01  -0.567520E-01   0.296518E+05   0.767202E+00
  4294   0.103052E+01   0.325440E-01  -0.563906E-01   0.296408E+05   0.767113E+00
  4295   0.102858E+01   0.323788E-01  -0.560274E-01   0.296299E+05   0.767023E+00
  4296   0.102661E+01   0.322151E-01  -0.556624E-01   0.296189E+05   0.766934E+00
  4297   0.102464E+01   0.320530E-01  -0.552957E-01   0.296080E+05   0.766845E+00
  4298   0.102265E+01   0.318925E-01  -0.549274E-01   0.295971E+05   0.766756E+00
  4299   0.102066E+01   0.317337E-01  -0.545576E-01   0.295861E+05   0.766667E+00
  4300   0.101865E+01   0.315767E-01  -0.541867E-01   0.295752E+05   0.766578E+00
  4301   0.101663E+01   0.314212E-01  -0.538144E-01   0.295643E+05   0.766490E+00
  4302   0.101459E+01   0.312675E-01  -0.534411E-01   0.295534E+05   0.766401E+00
  4303   0.101254E+01   0.311155E-01  -0.530668E-01   0.295425E+05   0.766312E+00
  4304   0.101049E+01   0.309651E-01  -0.526916E-01   0.295316E+05   0.766223E+00
  4305   0.100842E+01   0.308165E-01  -0.523157E-01   0.295207E+05   0.766134E+00
  4306   0.100634E+01   0.306696E-01  -0.519391E-01   0.295098E+05   0.766044E+00
  4307   0.100424E+01   0.305245E-01  -0.515620E-01   0.294989E+05   0.765955E+00
  4308   0.100214E+01   0.303811E-01  -0.511844E-01   0.294881E+05   0.765865E+00
  4309   0.100002E+01   0.302395E-01  -0.508065E-01   0.294772E+05   0.765775E+00
  4310   0.997894E+00   0.300996E-01  -0.504284E-01   0.294664E+05   0.765684E+00
  4311   0.995756E+00   0.299614E-01  -0.500501E-01   0.294555E+05   0.765593E+00
  4312   0.993610E+00   0.298251E-01  -0.496719E-01   0.294447E+05   0.765502E+00
  4313   0.991450E+00   0.296906E-01  -0.492939E-01   0.294338E+05   0.765411E+00
  4314   0.989274E+00   0.295579E-01  -0.489160E-01   0.294230E+05   0.765319E+00
  4315   0.987092E+00   0.294269E-01  -0.485385E-01   0.294122E+05   0.765226E+00
  4316   0.984901E+00   0.292978E-01  -0.481615E-01   0.294014E+05   0.765133E+00
  4317   0.982696E+00   0.291704E-01  -0.477851E-01   0.293906E+05   0.765040E+00
  4318   0.980484E+00   0.290450E-01  -0.474094E-01   0.293797E+05   0.764946E+00
  4319   0.978264E+00   0.289212E-01  -0.470344E-01   0.293690E+05   0.764851E+00
  4320   0.976029E+00   0.287993E-01  -0.466603E-01   0.293582E+05   0.764756E+00
  4321   0.973787E+00   0.286792E-01  -0.462871E-01   0.293474E+05   0.764660E+00
  4322   0.971537E+00   0.285610E-01  -0.459151E-01   0.293366E+05   0.764563E+00
  4323   0.969272E+00   0.284445E-01  -0.455442E-01   0.293258E+05   0.764465E+00
  4324   0.967008E+00   0.283299E-01  -0.451746E-01   0.293151E+05   0.764367E+00
  4325   0.964728E+00   0.282170E-01  -0.448063E-01   0.293043E+05   0.764268E+00
  4326   0.962434E+00   0.281060E-01  -0.444395E-01   0.292936E+05   0.764169E+00
  4327   0.960140E+00   0.279968E-01  -0.440742E-01   0.292828E+05   0.764068E+00
  4328   0.957830E+00   0.278893E-01  -0.437106E-01   0.292721E+05   0.763966E+00
  4329   0.955521E+00   0.277836E-01  -0.433487E-01   0.292613E+05   0.763864E+00
  4330   0.953197E+00   0.276798E-01  -0.429886E-01   0.292506E+05   0.763761E+00
  4331   0.950866E+00   0.275778E-01  -0.426305E-01   0.292399E+05   0.763656E+00
  4332   0.948527E+00   0.274775E-01  -0.422744E-01   0.292292E+05   0.763551E+00
  4333   0.946188E+00   0.273790E-01  -0.419205E-01   0.292185E+05   0.763444E+00
  4334   0.943834E+00   0.272822E-01  -0.415686E-01   0.292078E+05   0.763337E+00
  4335   0.941473E+00   0.271872E-01  -0.412192E-01   0.291971E+05   0.763228E+00
  4336   0.939112E+00   0.270940E-01  -0.408720E-01   0.291864E+05   0.763119E+00
  4337   0.936736E+00   0.270025E-01  -0.405273E-01   0.291757E+05   0.763008E+00
  4338   0.934359E+00   0.269128E-01  -0.401852E-01   0.291650E+05   0.762896E+00
  4339   0.931976E+00   0.268248E-01  -0.398456E-01   0.291544E+05   0.762782E+00
  4340   0.929585E+00   0.267384E-01  -0.395087E-01   0.291437E+05   0.762667E+00
  4341   0.927186E+00   0.266538E-01  -0.391745E-01   0.291331E+05   0.762552E+00
  4342   0.924788E+00   0.265709E-01  -0.388432E-01   0.291224E+05   0.762434E+00
  4343   0.922375E+00   0.264896E-01  -0.385148E-01   0.291118E+05   0.762316E+00
  4344   0.919961E+00   0.264101E-01  -0.381893E-01   0.291011E+05   0.762196E+00
  4345   0.917548E+00   0.263321E-01  -0.378668E-01   0.290905E+05   0.762074E+00
  4346   0.915127E+00   0.262558E-01  -0.375473E-01   0.290799E+05   0.761951E+00
  4347   0.912699E+00   0.261812E-01  -0.372312E-01   0.290693E+05   0.761827E+00
  4348   0.910271E+00   0.261081E-01  -0.369182E-01   0.290586E+05   0.761701E+00
  4349   0.907835E+00   0.260367E-01  -0.366085E-01   0.290480E+05   0.761573E+00
  4350   0.905399E+00   0.259668E-01  -0.363023E-01   0.290374E+05   0.761444E+00
  4351   0.902964E+00   0.258986E-01  -0.359994E-01   0.290268E+05   0.761314E+00
  4352   0.900520E+00   0.258318E-01  -0.357001E-01   0.290163E+05   0.761181E+00
  4353   0.898077E+00   0.257666E-01  -0.354043E-01   0.290057E+05   0.761047E+00
  4354   0.895627E+00   0.257030E-01  -0.351121E-01   0.289951E+05   0.760911E+00
  4355   0.893184E+00   0.256408E-01  -0.348236E-01   0.289845E+05   0.760774E+00
  4356   0.890733E+00   0.255802E-01  -0.345388E-01   0.289740E+05   0.760635E+00
  4357   0.888282E+00   0.255210E-01  -0.342577E-01   0.289634E+05   0.760494E+00
  4358   0.885824E+00   0.254632E-01  -0.339804E-01   0.289529E+05   0.760351E+00
  4359   0.883373E+00   0.254068E-01  -0.337070E-01   0.289423E+05   0.760206E+00
  4360   0.880915E+00   0.253519E-01  -0.334374E-01   0.289318E+05   0.760059E+00
  4361   0.878465E+00   0.252985E-01  -0.331719E-01   0.289213E+05   0.759910E+00
  4362   0.876006E+00   0.252464E-01  -0.329101E-01   0.289107E+05   0.759760E+00
  4363   0.873548E+00   0.251956E-01  -0.326524E-01   0.289002E+05   0.759607E+00
  4364   0.871098E+00   0.251462E-01  -0.323988E-01   0.288897E+05   0.759452E+00
  4365   0.868639E+00   0.250981E-01  -0.321492E-01   0.288792E+05   0.759296E+00
  4366   0.866189E+00   0.250513E-01  -0.319037E-01   0.288687E+05   0.759137E+00
  4367   0.863738E+00   0.250058E-01  -0.316624E-01   0.288582E+05   0.758976E+00
  4368   0.861287E+00   0.249615E-01  -0.314253E-01   0.288477E+05   0.758812E+00
  4369   0.858836E+00   0.249184E-01  -0.311922E-01   0.288373E+05   0.758647E+00
  4370   0.856393E+00   0.248766E-01  -0.309635E-01   0.288268E+05   0.758479E+00
  4371   0.853949E+00   0.248360E-01  -0.307389E-01   0.288163E+05   0.758309E+00
  4372   0.851506E+00   0.247966E-01  -0.305186E-01   0.288059E+05   0.758137E+00
  4373   0.849062E+00   0.247582E-01  -0.303025E-01   0.287954E+05   0.757963E+00
  4374   0.846626E+00   0.247210E-01  -0.300907E-01   0.287850E+05   0.757786E+00
  4375   0.844190E+00   0.246850E-01  -0.298833E-01   0.287745E+05   0.757606E+00
  4376   0.841762E+00   0.246500E-01  -0.296801E-01   0.287641E+05   0.757424E+00
  4377   0.839333E+00   0.246160E-01  -0.294814E-01   0.287537E+05   0.757240E+00
  4378   0.836912E+00   0.245831E-01  -0.292869E-01   0.287432E+05   0.757053E+00
  4379   0.834498E+00   0.245512E-01  -0.290969E-01   0.287328E+05   0.756864E+00
  4380   0.832084E+00   0.245203E-01  -0.289112E-01   0.287224E+05   0.756672E+00
  4381   0.829678E+00   0.244903E-01  -0.287300E-01   0.287120E+05   0.756478E+00
  4382   0.827271E+00   0.244613E-01  -0.285531E-01   0.287016E+05   0.756281E+00
  4383   0.824880E+00   0.244333E-01  -0.283806E-01   0.286912E+05   0.756081E+00
  4384   0.822488E+00   0.244061E-01  -0.282125E-01   0.286808E+05   0.755878E+00
  4385   0.820104E+00   0.243797E-01  -0.280489E-01   0.286705E+05   0.755673E+00
  4386   0.817720E+00   0.243543E-01  -0.278896E-01   0.286601E+05   0.755465E+00
  4387   0.815350E+00   0.243296E-01  -0.277347E-01   0.286497E+05   0.755255E+00
  4388   0.812981E+00   0.243058E-01  -0.275842E-01   0.286394E+05   0.755041E+00
  4389   0.810627E+00   0.242827E-01  -0.274381E-01   0.286290E+05   0.754825E+00
  4390   0.808272E+00   0.242604E-01  -0.272963E-01   0.286186E+05   0.754605E+00
  4391   0.805925E+00   0.242388E-01  -0.271589E-01   0.286083E+05   0.754383E+00
  4392   0.803585E+00   0.242180E-01  -0.270259E-01   0.285980E+05   0.754158E+00
  4393   0.801260E+00   0.241978E-01  -0.268971E-01   0.285876E+05   0.753930E+00
  4394   0.798936E+00   0.241782E-01  -0.267728E-01   0.285773E+05   0.753698E+00
  4395   0.796618E+00   0.241593E-01  -0.266526E-01   0.285670E+05   0.753464E+00
  4396   0.794315E+00   0.241410E-01  -0.265368E-01   0.285567E+05   0.753227E+00
  4397   0.792013E+00   0.241233E-01  -0.264252E-01   0.285464E+05   0.752986E+00
  4398   0.789725E+00   0.241061E-01  -0.263180E-01   0.285361E+05   0.752743E+00
  4399   0.787445E+00   0.240895E-01  -0.262148E-01   0.285258E+05   0.752496E+00
  4400   0.785172E+00   0.240734E-01  -0.261159E-01   0.285155E+05   0.752246E+00
  4401   0.782914E+00   0.240577E-01  -0.260211E-01   0.285052E+05   0.751993E+00
  4402   0.780656E+00   0.240425E-01  -0.259305E-01   0.284950E+05   0.751736E+00
  4403   0.778412E+00   0.240277E-01  -0.258440E-01   0.284847E+05   0.751476E+00
  4404   0.776176E+00   0.240134E-01  -0.257615E-01   0.284744E+05   0.751213E+00
  4405   0.773955E+00   0.239995E-01  -0.256831E-01   0.284642E+05   0.750947E+00
  4406   0.771742E+00   0.239858E-01  -0.256087E-01   0.284539E+05   0.750677E+00
  4407   0.769536E+00   0.239726E-01  -0.255383E-01   0.284437E+05   0.750404E+00
  4408   0.767344E+00   0.239597E-01  -0.254719E-01   0.284334E+05   0.750128E+00
  4409   0.765160E+00   0.239470E-01  -0.254094E-01   0.284232E+05   0.749849E+00
  4410   0.762991E+00   0.239347E-01  -0.253507E-01   0.284130E+05   0.749566E+00
  4411   0.760830E+00   0.239226E-01  -0.252958E-01   0.284028E+05   0.749280E+00
  4412   0.758675E+00   0.239107E-01  -0.252447E-01   0.283925E+05   0.748990E+00
  4413   0.756536E+00   0.238990E-01  -0.251974E-01   0.283823E+05   0.748698E+00
  4414   0.754411E+00   0.238876E-01  -0.251538E-01   0.283721E+05   0.748402E+00
  4415   0.752294E+00   0.238762E-01  -0.251138E-01   0.283619E+05   0.748102E+00
  4416   0.750185E+00   0.238651E-01  -0.250774E-01   0.283518E+05   0.747800E+00
  4417   0.748097E+00   0.238540E-01  -0.250445E-01   0.283416E+05   0.747494E+00
  4418   0.746010E+00   0.238430E-01  -0.250152E-01   0.283314E+05   0.747184E+00
  4419   0.743945E+00   0.238321E-01  -0.249893E-01   0.283212E+05   0.746872E+00
  4420   0.741882E+00   0.238211E-01  -0.249667E-01   0.283111E+05   0.746556E+00
  4421   0.739836E+00   0.238103E-01  -0.249475E-01   0.283009E+05   0.746236E+00
  4422   0.737801E+00   0.237995E-01  -0.249316E-01   0.282907E+05   0.745914E+00
  4423   0.735779E+00   0.237886E-01  -0.249189E-01   0.282806E+05   0.745588E+00
  4424   0.733769E+00   0.237777E-01  -0.249095E-01   0.282705E+05   0.745258E+00
  4425   0.731771E+00   0.237668E-01  -0.249031E-01   0.282603E+05   0.744925E+00
  4426   0.729785E+00   0.237557E-01  -0.248998E-01   0.282502E+05   0.744589E+00
  4427   0.727812E+00   0.237446E-01  -0.248995E-01   0.282401E+05   0.744250E+00
  4428   0.725851E+00   0.237333E-01  -0.249022E-01   0.282300E+05   0.743907E+00
  4429   0.723903E+00   0.237219E-01  -0.249078E-01   0.282198E+05   0.743560E+00
  4430   0.721967E+00   0.237103E-01  -0.249162E-01   0.282097E+05   0.743210E+00
  4431   0.720044E+00   0.236985E-01  -0.249274E-01   0.281996E+05   0.742857E+00
  4432   0.718134E+00   0.236865E-01  -0.249413E-01   0.281895E+05   0.742501E+00
  4433   0.716237E+00   0.236744E-01  -0.249579E-01   0.281795E+05   0.742141E+00
  4434   0.714353E+00   0.236620E-01  -0.249771E-01   0.281694E+05   0.741777E+00
  4435   0.712482E+00   0.236493E-01  -0.249988E-01   0.281593E+05   0.741410E+00
  4436   0.710624E+00   0.236364E-01  -0.250231E-01   0.281492E+05   0.741040E+00
  4437   0.708779E+00   0.236231E-01  -0.250498E-01   0.281392E+05   0.740667E+00
  4438   0.706948E+00   0.236096E-01  -0.250788E-01   0.281291E+05   0.740289E+00
  4439   0.705129E+00   0.235958E-01  -0.251102E-01   0.281191E+05   0.739909E+00
  4440   0.703324E+00   0.235816E-01  -0.251438E-01   0.281090E+05   0.739525E+00
  4441   0.701532E+00   0.235671E-01  -0.251795E-01   0.280990E+05   0.739137E+00
  4442   0.699753E+00   0.235522E-01  -0.252174E-01   0.280889E+05   0.738746E+00
  4443   0.697987E+00   0.235369E-01  -0.252574E-01   0.280789E+05   0.738352E+00
  4444   0.696233E+00   0.235213E-01  -0.252993E-01   0.280689E+05   0.737954E+00
  4445   0.694494E+00   0.235052E-01  -0.253431E-01   0.280589E+05   0.737553E+00
  4446   0.692767E+00   0.234887E-01  -0.253888E-01   0.280489E+05   0.737148E+00
  4447   0.691053E+00   0.234717E-01  -0.254363E-01   0.280389E+05   0.736740E+00
  4448   0.689353E+00   0.234544E-01  -0.254855E-01   0.280289E+05   0.736328E+00
  4449   0.687665E+00   0.234365E-01  -0.255363E-01   0.280189E+05   0.735913E+00
  4450   0.685990E+00   0.234182E-01  -0.255886E-01   0.280089E+05   0.735494E+00
  4451   0.684328E+00   0.233993E-01  -0.256425E-01   0.279989E+05   0.735072E+00
  4452   0.682679E+00   0.233801E-01  -0.256979E-01   0.279889E+05   0.734646E+00
  4453   0.681044E+00   0.233602E-01  -0.257546E-01   0.279790E+05   0.734217E+00
  4454   0.679420E+00   0.233399E-01  -0.258127E-01   0.279690E+05   0.733784E+00
  4455   0.677810E+00   0.233189E-01  -0.258720E-01   0.279590E+05   0.733348E+00
  4456   0.676212E+00   0.232975E-01  -0.259325E-01   0.279491E+05   0.732908E+00
  4457   0.674628E+00   0.232755E-01  -0.259941E-01   0.279391E+05   0.732466E+00
  4458   0.673055E+00   0.232529E-01  -0.260568E-01   0.279292E+05   0.732019E+00
  4459   0.671495E+00   0.232298E-01  -0.261205E-01   0.279193E+05   0.731570E+00
  4460   0.669946E+00   0.232061E-01  -0.261851E-01   0.279093E+05   0.731117E+00
  4461   0.668411E+00   0.231817E-01  -0.262504E-01   0.278994E+05   0.730661E+00
  4462   0.666887E+00   0.231568E-01  -0.263166E-01   0.278895E+05   0.730201E+00
  4463   0.665375E+00   0.231313E-01  -0.263835E-01   0.278796E+05   0.729739E+00
  4464   0.663875E+00   0.231051E-01  -0.264510E-01   0.278697E+05   0.729273E+00
  4465   0.662387E+00   0.230783E-01  -0.265190E-01   0.278598E+05   0.728803E+00
  4466   0.660909E+00   0.230508E-01  -0.265876E-01   0.278499E+05   0.728331E+00
  4467   0.659445E+00   0.230228E-01  -0.266566E-01   0.278400E+05   0.727855E+00
  4468   0.657991E+00   0.229940E-01  -0.267259E-01   0.278301E+05   0.727377E+00
  4469   0.656549E+00   0.229647E-01  -0.267956E-01   0.278202E+05   0.726895E+00
  4470   0.655119E+00   0.229347E-01  -0.268654E-01   0.278104E+05   0.726410E+00
  4471   0.653699E+00   0.229040E-01  -0.269355E-01   0.278005E+05   0.725922E+00
  4472   0.652291E+00   0.228727E-01  -0.270056E-01   0.277906E+05   0.725431E+00
  4473   0.650895E+00   0.228406E-01  -0.270758E-01   0.277808E+05   0.724936E+00
  4474   0.649508E+00   0.228079E-01  -0.271459E-01   0.277709E+05   0.724439E+00
  4475   0.648133E+00   0.227746E-01  -0.272159E-01   0.277611E+05   0.723939E+00
  4476   0.646769E+00   0.227405E-01  -0.272858E-01   0.277512E+05   0.723436E+00
  4477   0.645414E+00   0.227058E-01  -0.273554E-01   0.277414E+05   0.722929E+00
  4478   0.644070E+00   0.226703E-01  -0.274247E-01   0.277316E+05   0.722420E+00
  4479   0.642736E+00   0.226342E-01  -0.274937E-01   0.277218E+05   0.721908E+00
  4480   0.641412E+00   0.225973E-01  -0.275623E-01   0.277119E+05   0.721393E+00
  4481   0.640098E+00   0.225598E-01  -0.276304E-01   0.277021E+05   0.720875E+00
  4482   0.638793E+00   0.225215E-01  -0.276979E-01   0.276923E+05   0.720354E+00
  4483   0.637499E+00   0.224826E-01  -0.277649E-01   0.276825E+05   0.719831E+00
  4484   0.636214E+00   0.224429E-01  -0.278312E-01   0.276727E+05   0.719304E+00
  4485   0.634939E+00   0.224025E-01  -0.278968E-01   0.276630E+05   0.718775E+00
  4486   0.633672E+00   0.223615E-01  -0.279616E-01   0.276532E+05   0.718243E+00
  4487   0.632415E+00   0.223197E-01  -0.280256E-01   0.276434E+05   0.717708E+00
  4488   0.631166E+00   0.222772E-01  -0.280887E-01   0.276336E+05   0.717170E+00
  4489   0.629926E+00   0.222340E-01  -0.281509E-01   0.276239E+05   0.716630E+00
  4490   0.628695E+00   0.221901E-01  -0.282121E-01   0.276141E+05   0.716087E+00
  4491   0.627472E+00   0.221455E-01  -0.282723E-01   0.276043E+05   0.715541E+00
  4492   0.626257E+00   0.221001E-01  -0.283314E-01   0.275946E+05   0.714992E+00
  4493   0.625050E+00   0.220541E-01  -0.283893E-01   0.275849E+05   0.714441E+00
  4494   0.623850E+00   0.220074E-01  -0.284460E-01   0.275751E+05   0.713888E+00
  4495   0.622659E+00   0.219600E-01  -0.285016E-01   0.275654E+05   0.713331E+00
  4496   0.621475E+00   0.219119E-01  -0.285559E-01   0.275557E+05   0.712772E+00
  4497   0.620300E+00   0.218631E-01  -0.286088E-01   0.275459E+05   0.712211E+00
  4498   0.619130E+00   0.218136E-01  -0.286604E-01   0.275362E+05   0.711647E+00
  4499   0.617969E+00   0.217636E-01  -0.287106E-01   0.275265E+05   0.711080E+00
  4500   0.616814E+00   0.217128E-01  -0.287593E-01   0.275168E+05   0.710511E+00
  4501   0.615667E+00   0.216614E-01  -0.288066E-01   0.275071E+05   0.709939E+00
  4502   0.614526E+00   0.216093E-01  -0.288523E-01   0.274974E+05   0.709365E+00
  4503   0.613391E+00   0.215565E-01  -0.288964E-01   0.274877E+05   0.708789E+00
  4504   0.612263E+00   0.215031E-01  -0.289389E-01   0.274781E+05   0.708210E+00
  4505   0.611140E+00   0.214491E-01  -0.289798E-01   0.274684E+05   0.707629E+00
  4506   0.610023E+00   0.213945E-01  -0.290189E-01   0.274587E+05   0.707045E+00
  4507   0.608913E+00   0.213391E-01  -0.290564E-01   0.274490E+05   0.706459E+00
  4508   0.607807E+00   0.212832E-01  -0.290920E-01   0.274394E+05   0.705871E+00
  4509   0.606707E+00   0.212267E-01  -0.291258E-01   0.274297E+05   0.705281E+00
  4510   0.605612E+00   0.211695E-01  -0.291579E-01   0.274201E+05   0.704688E+00
  4511   0.604522E+00   0.211118E-01  -0.291880E-01   0.274104E+05   0.704093E+00
  4512   0.603437E+00   0.210535E-01  -0.292162E-01   0.274008E+05   0.703496E+00
  4513   0.602356E+00   0.209946E-01  -0.292425E-01   0.273912E+05   0.702897E+00
  4514   0.601279E+00   0.209351E-01  -0.292668E-01   0.273815E+05   0.702295E+00
  4515   0.600207E+00   0.208751E-01  -0.292892E-01   0.273719E+05   0.701692E+00
  4516   0.599138E+00   0.208145E-01  -0.293095E-01   0.273623E+05   0.701087E+00
  4517   0.598073E+00   0.207533E-01  -0.293277E-01   0.273527E+05   0.700479E+00
  4518   0.597011E+00   0.206917E-01  -0.293438E-01   0.273431E+05   0.699870E+00
  4519   0.595952E+00   0.206294E-01  -0.293578E-01   0.273335E+05   0.699258E+00
  4520   0.594896E+00   0.205667E-01  -0.293696E-01   0.273239E+05   0.698645E+00
  4521   0.593843E+00   0.205034E-01  -0.293793E-01   0.273143E+05   0.698030E+00
  4522   0.592792E+00   0.204396E-01  -0.293867E-01   0.273047E+05   0.697413E+00
  4523   0.591744E+00   0.203753E-01  -0.293919E-01   0.272952E+05   0.696794E+00
  4524   0.590698E+00   0.203106E-01  -0.293948E-01   0.272856E+05   0.696173E+00
  4525   0.589654E+00   0.202454E-01  -0.293956E-01   0.272760E+05   0.695551E+00
  4526   0.588613E+00   0.201798E-01  -0.293940E-01   0.272665E+05   0.694926E+00
  4527   0.587573E+00   0.201136E-01  -0.293901E-01   0.272569E+05   0.694300E+00
  4528   0.586535E+00   0.200471E-01  -0.293838E-01   0.272474E+05   0.693673E+00
  4529   0.585498E+00   0.199802E-01  -0.293754E-01   0.272378E+05   0.693043E+00
