#    L    TT             EE             BB             TE          
  1952   0.232121E+03   0.107661E+02   0.563913E-01  -0.156568E+02
  1953   0.231994E+03   0.107361E+02   0.563393E-01  -0.157651E+02
  1954   0.231873E+03   0.107053E+02   0.562875E-01  -0.158714E+02
  1955   0.231761E+03   0.106737E+02   0.562360E-01  -0.159756E+02
  1956   0.231655E+03   0.106413E+02   0.561847E-01  -0.160777E+02
  1957   0.231556E+03   0.106082E+02   0.561337E-01  -0.161776E+02
  1958   0.231465E+03   0.105743E+02   0.560828E-01  -0.162754E+02
  1959   0.231379E+03   0.105397E+02   0.560322E-01  -0.163709E+02
  1960   0.231301E+03   0.105044E+02   0.559818E-01  -0.164642E+02
  1961   0.231228E+03   0.104684E+02   0.559316E-01  -0.165552E+02
  1962   0.231161E+03   0.104316E+02   0.558817E-01  -0.166439E+02
  1963   0.231101E+03   0.103942E+02   0.558319E-01  -0.167302E+02
  1964   0.231046E+03   0.103561E+02   0.557824E-01  -0.168141E+02
  1965   0.230996E+03   0.103173E+02   0.557331E-01  -0.168956E+02
  1966   0.230952E+03   0.102779E+02   0.556840E-01  -0.169746E+02
  1967   0.230913E+03   0.102378E+02   0.556351E-01  -0.170512E+02
  1968   0.230879E+03   0.101971E+02   0.555864E-01  -0.171252E+02
  1969   0.230850E+03   0.101558E+02   0.555379E-01  -0.171967E+02
  1970   0.230825E+03   0.101139E+02   0.554896E-01  -0.172657E+02
  1971   0.230804E+03   0.100714E+02   0.554416E-01  -0.173320E+02
  1972   0.230788E+03   0.100284E+02   0.553937E-01  -0.173958E+02
  1973   0.230776E+03   0.998483E+01   0.553460E-01  -0.174570E+02
  1974   0.230767E+03   0.994070E+01   0.552985E-01  -0.175154E+02
  1975   0.230762E+03   0.989605E+01   0.552512E-01  -0.175713E+02
  1976   0.230761E+03   0.985092E+01   0.552041E-01  -0.176244E+02
  1977   0.230762E+03   0.980527E+01   0.551571E-01  -0.176748E+02
  1978   0.230766E+03   0.975912E+01   0.551104E-01  -0.177225E+02
  1979   0.230773E+03   0.971256E+01   0.550638E-01  -0.177674E+02
  1980   0.230783E+03   0.966550E+01   0.550174E-01  -0.178096E+02
  1981   0.230795E+03   0.961805E+01   0.549712E-01  -0.178490E+02
  1982   0.230810E+03   0.957018E+01   0.549251E-01  -0.178856E+02
  1983   0.230826E+03   0.952189E+01   0.548793E-01  -0.179195E+02
  1984   0.230844E+03   0.947326E+01   0.548335E-01  -0.179506E+02
  1985   0.230864E+03   0.942425E+01   0.547880E-01  -0.179789E+02
  1986   0.230885E+03   0.937487E+01   0.547426E-01  -0.180044E+02
  1987   0.230907E+03   0.932520E+01   0.546973E-01  -0.180270E+02
  1988   0.230931E+03   0.927520E+01   0.546522E-01  -0.180469E+02
  1989   0.230955E+03   0.922492E+01   0.546073E-01  -0.180639E+02
  1990   0.230980E+03   0.917432E+01   0.545625E-01  -0.180782E+02
  1991   0.231005E+03   0.912348E+01   0.545178E-01  -0.180896E+02
  1992   0.231031E+03   0.907238E+01   0.544733E-01  -0.180981E+02
  1993   0.231056E+03   0.902104E+01   0.544289E-01  -0.181039E+02
  1994   0.231081E+03   0.896951E+01   0.543847E-01  -0.181068E+02
  1995   0.231106E+03   0.891776E+01   0.543406E-01  -0.181069E+02
  1996   0.231131E+03   0.886580E+01   0.542966E-01  -0.181042E+02
  1997   0.231155E+03   0.881369E+01   0.542527E-01  -0.180987E+02
  1998   0.231178E+03   0.876144E+01   0.542090E-01  -0.180904E+02
  1999   0.231200E+03   0.870903E+01   0.541653E-01  -0.180793E+02
  2000   0.231220E+03   0.865649E+01   0.541218E-01  -0.180654E+02
  2001   0.231240E+03   0.860386E+01   0.540784E-01  -0.180487E+02
  2002   0.231257E+03   0.855115E+01   0.540351E-01  -0.180292E+02
  2003   0.231273E+03   0.849836E+01   0.539919E-01  -0.180070E+02
  2004   0.231287E+03   0.844549E+01   0.539488E-01  -0.179821E+02
  2005   0.231299E+03   0.839262E+01   0.539058E-01  -0.179544E+02
  2006   0.231308E+03   0.833970E+01   0.538629E-01  -0.179241E+02
  2007   0.231315E+03   0.828677E+01   0.538201E-01  -0.178910E+02
  2008   0.231320E+03   0.823386E+01   0.537774E-01  -0.178553E+02
  2009   0.231321E+03   0.818097E+01   0.537347E-01  -0.178169E+02
  2010   0.231320E+03   0.812813E+01   0.536921E-01  -0.177759E+02
  2011   0.231315E+03   0.807532E+01   0.536497E-01  -0.177322E+02
  2012   0.231308E+03   0.802259E+01   0.536072E-01  -0.176859E+02
  2013   0.231296E+03   0.796992E+01   0.535649E-01  -0.176370E+02
  2014   0.231282E+03   0.791736E+01   0.535226E-01  -0.175856E+02
  2015   0.231263E+03   0.786492E+01   0.534804E-01  -0.175317E+02
  2016   0.231240E+03   0.781262E+01   0.534382E-01  -0.174752E+02
  2017   0.231214E+03   0.776045E+01   0.533961E-01  -0.174163E+02
  2018   0.231184E+03   0.770844E+01   0.533540E-01  -0.173550E+02
  2019   0.231149E+03   0.765663E+01   0.533120E-01  -0.172912E+02
  2020   0.231110E+03   0.760499E+01   0.532700E-01  -0.172251E+02
  2021   0.231066E+03   0.755358E+01   0.532281E-01  -0.171566E+02
  2022   0.231018E+03   0.750237E+01   0.531862E-01  -0.170857E+02
  2023   0.230965E+03   0.745141E+01   0.531444E-01  -0.170126E+02
  2024   0.230907E+03   0.740070E+01   0.531025E-01  -0.169373E+02
  2025   0.230844E+03   0.735025E+01   0.530608E-01  -0.168596E+02
  2026   0.230776E+03   0.730007E+01   0.530190E-01  -0.167799E+02
  2027   0.230703E+03   0.725019E+01   0.529772E-01  -0.166979E+02
  2028   0.230624E+03   0.720061E+01   0.529355E-01  -0.166138E+02
  2029   0.230540E+03   0.715134E+01   0.528938E-01  -0.165276E+02
  2030   0.230450E+03   0.710240E+01   0.528521E-01  -0.164393E+02
  2031   0.230354E+03   0.705381E+01   0.528104E-01  -0.163490E+02
  2032   0.230253E+03   0.700557E+01   0.527687E-01  -0.162568E+02
  2033   0.230146E+03   0.695769E+01   0.527270E-01  -0.161626E+02
  2034   0.230033E+03   0.691020E+01   0.526853E-01  -0.160665E+02
  2035   0.229913E+03   0.686311E+01   0.526437E-01  -0.159685E+02
  2036   0.229788E+03   0.681641E+01   0.526020E-01  -0.158686E+02
  2037   0.229656E+03   0.677013E+01   0.525603E-01  -0.157670E+02
  2038   0.229518E+03   0.672428E+01   0.525185E-01  -0.156637E+02
  2039   0.229373E+03   0.667886E+01   0.524768E-01  -0.155586E+02
  2040   0.229222E+03   0.663389E+01   0.524350E-01  -0.154518E+02
  2041   0.229064E+03   0.658937E+01   0.523933E-01  -0.153434E+02
  2042   0.228899E+03   0.654532E+01   0.523515E-01  -0.152334E+02
  2043   0.228728E+03   0.650175E+01   0.523097E-01  -0.151219E+02
  2044   0.228550E+03   0.645868E+01   0.522678E-01  -0.150089E+02
  2045   0.228365E+03   0.641610E+01   0.522259E-01  -0.148944E+02
  2046   0.228173E+03   0.637402E+01   0.521840E-01  -0.147785E+02
  2047   0.227974E+03   0.633247E+01   0.521421E-01  -0.146612E+02
  2048   0.227768E+03   0.629144E+01   0.521001E-01  -0.145426E+02
  2049   0.227555E+03   0.625096E+01   0.520580E-01  -0.144228E+02
  2050   0.227335E+03   0.621101E+01   0.520159E-01  -0.143017E+02
  2051   0.227108E+03   0.617162E+01   0.519738E-01  -0.141794E+02
  2052   0.226874E+03   0.613279E+01   0.519316E-01  -0.140560E+02
  2053   0.226632E+03   0.609453E+01   0.518894E-01  -0.139314E+02
  2054   0.226383E+03   0.605684E+01   0.518471E-01  -0.138059E+02
  2055   0.226126E+03   0.601973E+01   0.518048E-01  -0.136793E+02
  2056   0.225862E+03   0.598321E+01   0.517624E-01  -0.135517E+02
  2057   0.225591E+03   0.594728E+01   0.517199E-01  -0.134232E+02
  2058   0.225313E+03   0.591196E+01   0.516774E-01  -0.132939E+02
  2059   0.225026E+03   0.587724E+01   0.516348E-01  -0.131637E+02
  2060   0.224733E+03   0.584313E+01   0.515922E-01  -0.130328E+02
  2061   0.224432E+03   0.580965E+01   0.515495E-01  -0.129011E+02
  2062   0.224124E+03   0.577679E+01   0.515067E-01  -0.127687E+02
  2063   0.223808E+03   0.574455E+01   0.514638E-01  -0.126358E+02
  2064   0.223485E+03   0.571295E+01   0.514209E-01  -0.125022E+02
  2065   0.223155E+03   0.568199E+01   0.513779E-01  -0.123681E+02
  2066   0.222817E+03   0.565167E+01   0.513348E-01  -0.122335E+02
  2067   0.222471E+03   0.562200E+01   0.512916E-01  -0.120984E+02
  2068   0.222119E+03   0.559297E+01   0.512483E-01  -0.119630E+02
  2069   0.221759E+03   0.556460E+01   0.512050E-01  -0.118272E+02
  2070   0.221392E+03   0.553689E+01   0.511616E-01  -0.116911E+02
  2071   0.221017E+03   0.550983E+01   0.511181E-01  -0.115547E+02
  2072   0.220635E+03   0.548343E+01   0.510745E-01  -0.114181E+02
  2073   0.220246E+03   0.545770E+01   0.510309E-01  -0.112814E+02
  2074   0.219849E+03   0.543263E+01   0.509871E-01  -0.111445E+02
  2075   0.219445E+03   0.540823E+01   0.509433E-01  -0.110076E+02
  2076   0.219034E+03   0.538449E+01   0.508993E-01  -0.108706E+02
  2077   0.218616E+03   0.536143E+01   0.508553E-01  -0.107336E+02
  2078   0.218191E+03   0.533903E+01   0.508112E-01  -0.105967E+02
  2079   0.217759E+03   0.531731E+01   0.507670E-01  -0.104599E+02
  2080   0.217320E+03   0.529626E+01   0.507226E-01  -0.103233E+02
  2081   0.216874E+03   0.527588E+01   0.506782E-01  -0.101868E+02
  2082   0.216421E+03   0.525617E+01   0.506337E-01  -0.100506E+02
  2083   0.215961E+03   0.523713E+01   0.505891E-01  -0.991473E+01
  2084   0.215495E+03   0.521877E+01   0.505444E-01  -0.977915E+01
  2085   0.215022E+03   0.520107E+01   0.504997E-01  -0.964396E+01
  2086   0.214542E+03   0.518405E+01   0.504548E-01  -0.950918E+01
  2087   0.214056E+03   0.516769E+01   0.504098E-01  -0.937485E+01
  2088   0.213564E+03   0.515200E+01   0.503647E-01  -0.924103E+01
  2089   0.213065E+03   0.513697E+01   0.503195E-01  -0.910774E+01
  2090   0.212559E+03   0.512260E+01   0.502742E-01  -0.897505E+01
  2091   0.212048E+03   0.510890E+01   0.502289E-01  -0.884296E+01
  2092   0.211530E+03   0.509585E+01   0.501834E-01  -0.871155E+01
  2093   0.211006E+03   0.508345E+01   0.501378E-01  -0.858086E+01
  2094   0.210476E+03   0.507170E+01   0.500921E-01  -0.845088E+01
  2095   0.209940E+03   0.506061E+01   0.500463E-01  -0.832170E+01
  2096   0.209398E+03   0.505015E+01   0.500004E-01  -0.819334E+01
  2097   0.208851E+03   0.504033E+01   0.499545E-01  -0.806584E+01
  2098   0.208298E+03   0.503115E+01   0.499084E-01  -0.793923E+01
  2099   0.207739E+03   0.502260E+01   0.498622E-01  -0.781356E+01
  2100   0.207175E+03   0.501468E+01   0.498159E-01  -0.768886E+01
  2101   0.206605E+03   0.500738E+01   0.497696E-01  -0.756516E+01
  2102   0.206030E+03   0.500070E+01   0.497231E-01  -0.744250E+01
  2103   0.205449E+03   0.499463E+01   0.496765E-01  -0.732091E+01
  2104   0.204864E+03   0.498916E+01   0.496298E-01  -0.720043E+01
  2105   0.204273E+03   0.498430E+01   0.495831E-01  -0.708109E+01
  2106   0.203677E+03   0.498003E+01   0.495362E-01  -0.696292E+01
  2107   0.203077E+03   0.497635E+01   0.494893E-01  -0.684596E+01
  2108   0.202471E+03   0.497325E+01   0.494422E-01  -0.673024E+01
  2109   0.201862E+03   0.497073E+01   0.493951E-01  -0.661578E+01
  2110   0.201248E+03   0.496878E+01   0.493478E-01  -0.650262E+01
  2111   0.200629E+03   0.496739E+01   0.493005E-01  -0.639080E+01
  2112   0.200006E+03   0.496656E+01   0.492530E-01  -0.628032E+01
  2113   0.199380E+03   0.496628E+01   0.492055E-01  -0.617123E+01
  2114   0.198749E+03   0.496654E+01   0.491579E-01  -0.606356E+01
  2115   0.198114E+03   0.496733E+01   0.491102E-01  -0.595731E+01
  2116   0.197475E+03   0.496865E+01   0.490625E-01  -0.585253E+01
  2117   0.196833E+03   0.497049E+01   0.490146E-01  -0.574924E+01
  2118   0.196187E+03   0.497284E+01   0.489666E-01  -0.564746E+01
  2119   0.195538E+03   0.497569E+01   0.489186E-01  -0.554722E+01
  2120   0.194886E+03   0.497904E+01   0.488705E-01  -0.544853E+01
  2121   0.194230E+03   0.498287E+01   0.488223E-01  -0.535142E+01
  2122   0.193572E+03   0.498718E+01   0.487740E-01  -0.525591E+01
  2123   0.192910E+03   0.499196E+01   0.487257E-01  -0.516202E+01
  2124   0.192246E+03   0.499719E+01   0.486772E-01  -0.506978E+01
  2125   0.191579E+03   0.500288E+01   0.486287E-01  -0.497919E+01
  2126   0.190909E+03   0.500901E+01   0.485801E-01  -0.489029E+01
  2127   0.190237E+03   0.501558E+01   0.485315E-01  -0.480308E+01
  2128   0.189563E+03   0.502256E+01   0.484827E-01  -0.471759E+01
  2129   0.188887E+03   0.502996E+01   0.484340E-01  -0.463383E+01
  2130   0.188209E+03   0.503776E+01   0.483851E-01  -0.455181E+01
  2131   0.187528E+03   0.504596E+01   0.483362E-01  -0.447156E+01
  2132   0.186846E+03   0.505454E+01   0.482872E-01  -0.439310E+01
  2133   0.186163E+03   0.506350E+01   0.482381E-01  -0.431641E+01
  2134   0.185477E+03   0.507282E+01   0.481890E-01  -0.424154E+01
  2135   0.184791E+03   0.508250E+01   0.481398E-01  -0.416847E+01
  2136   0.184103E+03   0.509252E+01   0.480906E-01  -0.409724E+01
  2137   0.183414E+03   0.510287E+01   0.480413E-01  -0.402783E+01
  2138   0.182724E+03   0.511356E+01   0.479919E-01  -0.396027E+01
  2139   0.182033E+03   0.512455E+01   0.479426E-01  -0.389457E+01
  2140   0.181342E+03   0.513585E+01   0.478931E-01  -0.383072E+01
  2141   0.180650E+03   0.514745E+01   0.478436E-01  -0.376875E+01
  2142   0.179958E+03   0.515932E+01   0.477941E-01  -0.370864E+01
  2143   0.179265E+03   0.517147E+01   0.477445E-01  -0.365042E+01
  2144   0.178572E+03   0.518388E+01   0.476949E-01  -0.359409E+01
  2145   0.177879E+03   0.519654E+01   0.476452E-01  -0.353965E+01
  2146   0.177186E+03   0.520944E+01   0.475955E-01  -0.348710E+01
  2147   0.176493E+03   0.522258E+01   0.475458E-01  -0.343646E+01
  2148   0.175801E+03   0.523593E+01   0.474960E-01  -0.338771E+01
  2149   0.175109E+03   0.524949E+01   0.474462E-01  -0.334087E+01
  2150   0.174417E+03   0.526324E+01   0.473964E-01  -0.329593E+01
  2151   0.173726E+03   0.527718E+01   0.473465E-01  -0.325289E+01
  2152   0.173036E+03   0.529130E+01   0.472966E-01  -0.321176E+01
  2153   0.172347E+03   0.530558E+01   0.472468E-01  -0.317253E+01
  2154   0.171658E+03   0.532001E+01   0.471968E-01  -0.313520E+01
  2155   0.170971E+03   0.533459E+01   0.471469E-01  -0.309977E+01
  2156   0.170285E+03   0.534930E+01   0.470969E-01  -0.306623E+01
  2157   0.169601E+03   0.536413E+01   0.470470E-01  -0.303458E+01
  2158   0.168918E+03   0.537908E+01   0.469970E-01  -0.300481E+01
  2159   0.168236E+03   0.539412E+01   0.469470E-01  -0.297692E+01
  2160   0.167557E+03   0.540925E+01   0.468970E-01  -0.295089E+01
  2161   0.166879E+03   0.542446E+01   0.468470E-01  -0.292674E+01
  2162   0.166203E+03   0.543974E+01   0.467970E-01  -0.290443E+01
  2163   0.165529E+03   0.545507E+01   0.467470E-01  -0.288398E+01
  2164   0.164857E+03   0.547046E+01   0.466970E-01  -0.286536E+01
  2165   0.164188E+03   0.548587E+01   0.466470E-01  -0.284858E+01
  2166   0.163521E+03   0.550131E+01   0.465970E-01  -0.283361E+01
  2167   0.162856E+03   0.551677E+01   0.465470E-01  -0.282045E+01
  2168   0.162194E+03   0.553223E+01   0.464970E-01  -0.280908E+01
  2169   0.161535E+03   0.554768E+01   0.464471E-01  -0.279950E+01
  2170   0.160878E+03   0.556312E+01   0.463971E-01  -0.279168E+01
  2171   0.160224E+03   0.557854E+01   0.463472E-01  -0.278562E+01
  2172   0.159574E+03   0.559392E+01   0.462973E-01  -0.278128E+01
  2173   0.158926E+03   0.560925E+01   0.462475E-01  -0.277867E+01
  2174   0.158282E+03   0.562453E+01   0.461976E-01  -0.277777E+01
  2175   0.157641E+03   0.563975E+01   0.461478E-01  -0.277855E+01
  2176   0.157004E+03   0.565489E+01   0.460980E-01  -0.278100E+01
  2177   0.156370E+03   0.566995E+01   0.460482E-01  -0.278510E+01
  2178   0.155739E+03   0.568491E+01   0.459985E-01  -0.279085E+01
  2179   0.155113E+03   0.569977E+01   0.459488E-01  -0.279821E+01
  2180   0.154490E+03   0.571452E+01   0.458991E-01  -0.280718E+01
  2181   0.153870E+03   0.572914E+01   0.458495E-01  -0.281773E+01
  2182   0.153255E+03   0.574363E+01   0.457999E-01  -0.282984E+01
  2183   0.152644E+03   0.575799E+01   0.457504E-01  -0.284350E+01
  2184   0.152037E+03   0.577219E+01   0.457009E-01  -0.285867E+01
  2185   0.151434E+03   0.578623E+01   0.456515E-01  -0.287535E+01
  2186   0.150835E+03   0.580011E+01   0.456021E-01  -0.289351E+01
  2187   0.150241E+03   0.581381E+01   0.455528E-01  -0.291312E+01
  2188   0.149651E+03   0.582733E+01   0.455035E-01  -0.293417E+01
  2189   0.149065E+03   0.584066E+01   0.454543E-01  -0.295663E+01
  2190   0.148484E+03   0.585379E+01   0.454051E-01  -0.298048E+01
  2191   0.147908E+03   0.586670E+01   0.453560E-01  -0.300570E+01
  2192   0.147336E+03   0.587940E+01   0.453070E-01  -0.303226E+01
  2193   0.146769E+03   0.589187E+01   0.452580E-01  -0.306014E+01
  2194   0.146206E+03   0.590411E+01   0.452091E-01  -0.308931E+01
  2195   0.145649E+03   0.591611E+01   0.451603E-01  -0.311976E+01
  2196   0.145096E+03   0.592785E+01   0.451116E-01  -0.315145E+01
  2197   0.144549E+03   0.593934E+01   0.450629E-01  -0.318437E+01
  2198   0.144006E+03   0.595057E+01   0.450143E-01  -0.321847E+01
  2199   0.143468E+03   0.596153E+01   0.449657E-01  -0.325375E+01
  2200   0.142936E+03   0.597221E+01   0.449173E-01  -0.329016E+01
  2201   0.142408E+03   0.598260E+01   0.448689E-01  -0.332768E+01
  2202   0.141886E+03   0.599271E+01   0.448206E-01  -0.336629E+01
  2203   0.141369E+03   0.600252E+01   0.447724E-01  -0.340596E+01
  2204   0.140858E+03   0.601203E+01   0.447243E-01  -0.344665E+01
  2205   0.140351E+03   0.602123E+01   0.446763E-01  -0.348835E+01
  2206   0.139850E+03   0.603012E+01   0.446283E-01  -0.353103E+01
  2207   0.139355E+03   0.603868E+01   0.445805E-01  -0.357466E+01
  2208   0.138864E+03   0.604691E+01   0.445327E-01  -0.361921E+01
  2209   0.138380E+03   0.605482E+01   0.444850E-01  -0.366466E+01
  2210   0.137900E+03   0.606238E+01   0.444375E-01  -0.371097E+01
  2211   0.137426E+03   0.606960E+01   0.443900E-01  -0.375812E+01
  2212   0.136958E+03   0.607648E+01   0.443426E-01  -0.380607E+01
  2213   0.136495E+03   0.608300E+01   0.442954E-01  -0.385480E+01
  2214   0.136038E+03   0.608917E+01   0.442482E-01  -0.390428E+01
  2215   0.135586E+03   0.609497E+01   0.442011E-01  -0.395449E+01
  2216   0.135140E+03   0.610041E+01   0.441541E-01  -0.400538E+01
  2217   0.134699E+03   0.610548E+01   0.441073E-01  -0.405693E+01
  2218   0.134264E+03   0.611018E+01   0.440605E-01  -0.410911E+01
  2219   0.133835E+03   0.611450E+01   0.440139E-01  -0.416189E+01
  2220   0.133411E+03   0.611844E+01   0.439673E-01  -0.421524E+01
  2221   0.132993E+03   0.612200E+01   0.439209E-01  -0.426914E+01
  2222   0.132580E+03   0.612518E+01   0.438746E-01  -0.432354E+01
  2223   0.132174E+03   0.612796E+01   0.438284E-01  -0.437843E+01
  2224   0.131772E+03   0.613036E+01   0.437823E-01  -0.443377E+01
  2225   0.131377E+03   0.613236E+01   0.437363E-01  -0.448954E+01
  2226   0.130987E+03   0.613396E+01   0.436904E-01  -0.454569E+01
  2227   0.130602E+03   0.613516E+01   0.436447E-01  -0.460222E+01
  2228   0.130224E+03   0.613597E+01   0.435991E-01  -0.465908E+01
  2229   0.129850E+03   0.613636E+01   0.435536E-01  -0.471624E+01
  2230   0.129483E+03   0.613635E+01   0.435082E-01  -0.477368E+01
  2231   0.129121E+03   0.613593E+01   0.434629E-01  -0.483137E+01
  2232   0.128764E+03   0.613510E+01   0.434178E-01  -0.488927E+01
  2233   0.128413E+03   0.613387E+01   0.433727E-01  -0.494737E+01
  2234   0.128068E+03   0.613222E+01   0.433278E-01  -0.500562E+01
  2235   0.127728E+03   0.613016E+01   0.432830E-01  -0.506401E+01
  2236   0.127393E+03   0.612770E+01   0.432384E-01  -0.512249E+01
  2237   0.127064E+03   0.612482E+01   0.431939E-01  -0.518105E+01
  2238   0.126741E+03   0.612153E+01   0.431494E-01  -0.523965E+01
  2239   0.126422E+03   0.611783E+01   0.431052E-01  -0.529826E+01
  2240   0.126110E+03   0.611372E+01   0.430610E-01  -0.535687E+01
  2241   0.125802E+03   0.610920E+01   0.430170E-01  -0.541543E+01
  2242   0.125500E+03   0.610426E+01   0.429730E-01  -0.547393E+01
  2243   0.125203E+03   0.609891E+01   0.429293E-01  -0.553234E+01
  2244   0.124911E+03   0.609315E+01   0.428856E-01  -0.559062E+01
  2245   0.124625E+03   0.608698E+01   0.428421E-01  -0.564876E+01
