#    L    TT             EE             BB             TE          
  6253   0.515361E+00   0.683156E-02   0.433763E-02  -0.836367E-02
  6254   0.515420E+00   0.682795E-02   0.433627E-02  -0.835896E-02
  6255   0.514979E+00   0.682416E-02   0.433512E-02  -0.835426E-02
  6256   0.515038E+00   0.682056E-02   0.433377E-02  -0.834957E-02
  6257   0.514598E+00   0.681678E-02   0.433261E-02  -0.834489E-02
  6258   0.514657E+00   0.681319E-02   0.433126E-02  -0.834021E-02
  6259   0.514216E+00   0.680941E-02   0.433011E-02  -0.833554E-02
  6260   0.514276E+00   0.680584E-02   0.432876E-02  -0.833087E-02
  6261   0.513836E+00   0.680207E-02   0.432761E-02  -0.832621E-02
  6262   0.513896E+00   0.679850E-02   0.432626E-02  -0.832156E-02
  6263   0.513456E+00   0.679474E-02   0.432511E-02  -0.831692E-02
  6264   0.513517E+00   0.679119E-02   0.432376E-02  -0.831228E-02
  6265   0.513076E+00   0.678743E-02   0.432261E-02  -0.830765E-02
  6266   0.513138E+00   0.678389E-02   0.432127E-02  -0.830303E-02
  6267   0.512698E+00   0.678014E-02   0.432012E-02  -0.829841E-02
  6268   0.512759E+00   0.677661E-02   0.431877E-02  -0.829381E-02
  6269   0.512319E+00   0.677287E-02   0.431763E-02  -0.828920E-02
  6270   0.512381E+00   0.676934E-02   0.431628E-02  -0.828461E-02
  6271   0.511941E+00   0.676562E-02   0.431514E-02  -0.828002E-02
  6272   0.512004E+00   0.676210E-02   0.431380E-02  -0.827544E-02
  6273   0.511564E+00   0.675838E-02   0.431265E-02  -0.827086E-02
  6274   0.511627E+00   0.675487E-02   0.431131E-02  -0.826630E-02
  6275   0.511187E+00   0.675117E-02   0.431017E-02  -0.826173E-02
  6276   0.511250E+00   0.674766E-02   0.430883E-02  -0.825718E-02
  6277   0.510811E+00   0.674397E-02   0.430769E-02  -0.825263E-02
  6278   0.510874E+00   0.674047E-02   0.430635E-02  -0.824809E-02
  6279   0.510435E+00   0.673678E-02   0.430521E-02  -0.824356E-02
  6280   0.510499E+00   0.673330E-02   0.430387E-02  -0.823903E-02
  6281   0.510060E+00   0.672962E-02   0.430273E-02  -0.823451E-02
  6282   0.510124E+00   0.672614E-02   0.430139E-02  -0.823000E-02
  6283   0.509685E+00   0.672247E-02   0.430026E-02  -0.822549E-02
  6284   0.509750E+00   0.671900E-02   0.429892E-02  -0.822099E-02
  6285   0.509311E+00   0.671534E-02   0.429778E-02  -0.821650E-02
  6286   0.509376E+00   0.671188E-02   0.429645E-02  -0.821201E-02
  6287   0.508937E+00   0.670823E-02   0.429531E-02  -0.820753E-02
  6288   0.509003E+00   0.670478E-02   0.429398E-02  -0.820306E-02
  6289   0.508564E+00   0.670114E-02   0.429285E-02  -0.819859E-02
  6290   0.508630E+00   0.669770E-02   0.429151E-02  -0.819413E-02
  6291   0.508191E+00   0.669406E-02   0.429038E-02  -0.818968E-02
  6292   0.508258E+00   0.669063E-02   0.428905E-02  -0.818523E-02
  6293   0.507819E+00   0.668700E-02   0.428792E-02  -0.818079E-02
  6294   0.507886E+00   0.668358E-02   0.428659E-02  -0.817636E-02
  6295   0.507448E+00   0.667996E-02   0.428546E-02  -0.817193E-02
  6296   0.507515E+00   0.667654E-02   0.428413E-02  -0.816751E-02
  6297   0.507077E+00   0.667293E-02   0.428300E-02  -0.816310E-02
  6298   0.507144E+00   0.666953E-02   0.428167E-02  -0.815869E-02
  6299   0.506706E+00   0.666593E-02   0.428055E-02  -0.815429E-02
  6300   0.506774E+00   0.666253E-02   0.427922E-02  -0.814990E-02
  6301   0.506336E+00   0.665894E-02   0.427809E-02  -0.814551E-02
  6302   0.506404E+00   0.665555E-02   0.427677E-02  -0.814113E-02
  6303   0.505966E+00   0.665196E-02   0.427564E-02  -0.813676E-02
  6304   0.506035E+00   0.664858E-02   0.427432E-02  -0.813239E-02
  6305   0.505597E+00   0.664501E-02   0.427320E-02  -0.812803E-02
  6306   0.505666E+00   0.664164E-02   0.427187E-02  -0.812367E-02
  6307   0.505229E+00   0.663807E-02   0.427075E-02  -0.811933E-02
  6308   0.505298E+00   0.663470E-02   0.426943E-02  -0.811499E-02
  6309   0.504861E+00   0.663115E-02   0.426831E-02  -0.811065E-02
  6310   0.504931E+00   0.662779E-02   0.426699E-02  -0.810632E-02
  6311   0.504493E+00   0.662424E-02   0.426587E-02  -0.810200E-02
  6312   0.504563E+00   0.662089E-02   0.426455E-02  -0.809769E-02
  6313   0.504126E+00   0.661735E-02   0.426343E-02  -0.809338E-02
  6314   0.504197E+00   0.661402E-02   0.426211E-02  -0.808908E-02
  6315   0.503759E+00   0.661048E-02   0.426099E-02  -0.808478E-02
  6316   0.503831E+00   0.660715E-02   0.425967E-02  -0.808049E-02
  6317   0.503393E+00   0.660363E-02   0.425856E-02  -0.807621E-02
  6318   0.503465E+00   0.660031E-02   0.425724E-02  -0.807193E-02
  6319   0.503028E+00   0.659679E-02   0.425613E-02  -0.806766E-02
  6320   0.503100E+00   0.659348E-02   0.425481E-02  -0.806340E-02
  6321   0.502663E+00   0.658997E-02   0.425370E-02  -0.805914E-02
  6322   0.502735E+00   0.658666E-02   0.425238E-02  -0.805489E-02
  6323   0.502298E+00   0.658316E-02   0.425127E-02  -0.805064E-02
  6324   0.502371E+00   0.657987E-02   0.424996E-02  -0.804640E-02
  6325   0.501934E+00   0.657638E-02   0.424885E-02  -0.804217E-02
  6326   0.502007E+00   0.657309E-02   0.424753E-02  -0.803795E-02
  6327   0.501570E+00   0.656960E-02   0.424642E-02  -0.803373E-02
  6328   0.501644E+00   0.656633E-02   0.424511E-02  -0.802951E-02
  6329   0.501207E+00   0.656285E-02   0.424400E-02  -0.802531E-02
  6330   0.501281E+00   0.655958E-02   0.424269E-02  -0.802111E-02
  6331   0.500845E+00   0.655611E-02   0.424159E-02  -0.801691E-02
  6332   0.500919E+00   0.655285E-02   0.424028E-02  -0.801272E-02
  6333   0.500483E+00   0.654939E-02   0.423917E-02  -0.800854E-02
  6334   0.500557E+00   0.654613E-02   0.423786E-02  -0.800437E-02
  6335   0.500121E+00   0.654268E-02   0.423676E-02  -0.800020E-02
  6336   0.500196E+00   0.653944E-02   0.423545E-02  -0.799603E-02
  6337   0.499760E+00   0.653599E-02   0.423435E-02  -0.799188E-02
  6338   0.499835E+00   0.653276E-02   0.423304E-02  -0.798773E-02
  6339   0.499399E+00   0.652932E-02   0.423194E-02  -0.798358E-02
  6340   0.499475E+00   0.652609E-02   0.423064E-02  -0.797944E-02
  6341   0.499039E+00   0.652266E-02   0.422954E-02  -0.797531E-02
  6342   0.499115E+00   0.651944E-02   0.422823E-02  -0.797119E-02
  6343   0.498679E+00   0.651602E-02   0.422713E-02  -0.796707E-02
  6344   0.498756E+00   0.651281E-02   0.422583E-02  -0.796295E-02
  6345   0.498320E+00   0.650940E-02   0.422473E-02  -0.795885E-02
  6346   0.498397E+00   0.650619E-02   0.422343E-02  -0.795474E-02
  6347   0.497961E+00   0.650279E-02   0.422233E-02  -0.795065E-02
  6348   0.498039E+00   0.649959E-02   0.422103E-02  -0.794656E-02
  6349   0.497603E+00   0.649620E-02   0.421994E-02  -0.794248E-02
  6350   0.497681E+00   0.649301E-02   0.421864E-02  -0.793840E-02
  6351   0.497245E+00   0.648962E-02   0.421754E-02  -0.793433E-02
  6352   0.497323E+00   0.648644E-02   0.421624E-02  -0.793026E-02
  6353   0.496888E+00   0.648306E-02   0.421515E-02  -0.792620E-02
  6354   0.496966E+00   0.647988E-02   0.421385E-02  -0.792215E-02
  6355   0.496531E+00   0.647651E-02   0.421276E-02  -0.791811E-02
  6356   0.496610E+00   0.647335E-02   0.421146E-02  -0.791406E-02
  6357   0.496175E+00   0.646998E-02   0.421037E-02  -0.791003E-02
  6358   0.496254E+00   0.646682E-02   0.420908E-02  -0.790600E-02
  6359   0.495819E+00   0.646347E-02   0.420799E-02  -0.790198E-02
  6360   0.495898E+00   0.646032E-02   0.420669E-02  -0.789796E-02
  6361   0.495463E+00   0.645697E-02   0.420561E-02  -0.789395E-02
  6362   0.495543E+00   0.645383E-02   0.420431E-02  -0.788995E-02
  6363   0.495109E+00   0.645049E-02   0.420322E-02  -0.788595E-02
  6364   0.495189E+00   0.644735E-02   0.420193E-02  -0.788196E-02
  6365   0.494754E+00   0.644402E-02   0.420085E-02  -0.787797E-02
  6366   0.494835E+00   0.644089E-02   0.419956E-02  -0.787399E-02
  6367   0.494400E+00   0.643757E-02   0.419847E-02  -0.787001E-02
  6368   0.494481E+00   0.643445E-02   0.419718E-02  -0.786604E-02
  6369   0.494047E+00   0.643113E-02   0.419610E-02  -0.786208E-02
  6370   0.494128E+00   0.642802E-02   0.419481E-02  -0.785812E-02
  6371   0.493693E+00   0.642471E-02   0.419373E-02  -0.785417E-02
  6372   0.493775E+00   0.642161E-02   0.419244E-02  -0.785023E-02
  6373   0.493341E+00   0.641831E-02   0.419136E-02  -0.784629E-02
  6374   0.493423E+00   0.641521E-02   0.419007E-02  -0.784235E-02
  6375   0.492989E+00   0.641192E-02   0.418899E-02  -0.783842E-02
  6376   0.493071E+00   0.640883E-02   0.418771E-02  -0.783450E-02
  6377   0.492637E+00   0.640554E-02   0.418663E-02  -0.783059E-02
  6378   0.492720E+00   0.640246E-02   0.418534E-02  -0.782668E-02
  6379   0.492286E+00   0.639918E-02   0.418426E-02  -0.782277E-02
  6380   0.492369E+00   0.639611E-02   0.418298E-02  -0.781887E-02
  6381   0.491935E+00   0.639284E-02   0.418190E-02  -0.781498E-02
  6382   0.492019E+00   0.638977E-02   0.418062E-02  -0.781109E-02
  6383   0.491585E+00   0.638651E-02   0.417955E-02  -0.780721E-02
  6384   0.491669E+00   0.638345E-02   0.417826E-02  -0.780333E-02
  6385   0.491235E+00   0.638020E-02   0.417719E-02  -0.779946E-02
  6386   0.491319E+00   0.637715E-02   0.417591E-02  -0.779560E-02
  6387   0.490885E+00   0.637390E-02   0.417484E-02  -0.779174E-02
  6388   0.490970E+00   0.637085E-02   0.417356E-02  -0.778789E-02
  6389   0.490537E+00   0.636761E-02   0.417249E-02  -0.778404E-02
  6390   0.490622E+00   0.636458E-02   0.417121E-02  -0.778020E-02
  6391   0.490188E+00   0.636134E-02   0.417014E-02  -0.777636E-02
  6392   0.490274E+00   0.635832E-02   0.416886E-02  -0.777253E-02
  6393   0.489840E+00   0.635509E-02   0.416779E-02  -0.776871E-02
  6394   0.489926E+00   0.635207E-02   0.416651E-02  -0.776489E-02
  6395   0.489493E+00   0.634885E-02   0.416545E-02  -0.776107E-02
  6396   0.489579E+00   0.634584E-02   0.416417E-02  -0.775726E-02
  6397   0.489145E+00   0.634262E-02   0.416310E-02  -0.775346E-02
  6398   0.489232E+00   0.633962E-02   0.416183E-02  -0.774967E-02
  6399   0.488799E+00   0.633641E-02   0.416076E-02  -0.774587E-02
  6400   0.488886E+00   0.633342E-02   0.415949E-02  -0.774209E-02
  6401   0.488453E+00   0.633022E-02   0.415843E-02  -0.773831E-02
  6402   0.488540E+00   0.632723E-02   0.415716E-02  -0.773453E-02
  6403   0.488107E+00   0.632404E-02   0.415609E-02  -0.773077E-02
  6404   0.488195E+00   0.632106E-02   0.415482E-02  -0.772700E-02
  6405   0.487761E+00   0.631787E-02   0.415376E-02  -0.772324E-02
  6406   0.487850E+00   0.631490E-02   0.415249E-02  -0.771949E-02
  6407   0.487417E+00   0.631172E-02   0.415143E-02  -0.771575E-02
  6408   0.487505E+00   0.630875E-02   0.415016E-02  -0.771200E-02
  6409   0.487072E+00   0.630558E-02   0.414910E-02  -0.770827E-02
  6410   0.487161E+00   0.630262E-02   0.414783E-02  -0.770454E-02
  6411   0.486728E+00   0.629946E-02   0.414677E-02  -0.770081E-02
  6412   0.486817E+00   0.629651E-02   0.414551E-02  -0.769709E-02
  6413   0.486385E+00   0.629335E-02   0.414445E-02  -0.769338E-02
  6414   0.486474E+00   0.629041E-02   0.414318E-02  -0.768967E-02
  6415   0.486042E+00   0.628726E-02   0.414212E-02  -0.768597E-02
  6416   0.486132E+00   0.628432E-02   0.414086E-02  -0.768227E-02
  6417   0.485699E+00   0.628118E-02   0.413980E-02  -0.767858E-02
  6418   0.485789E+00   0.627825E-02   0.413854E-02  -0.767489E-02
  6419   0.485357E+00   0.627511E-02   0.413749E-02  -0.767121E-02
  6420   0.485447E+00   0.627219E-02   0.413623E-02  -0.766753E-02
  6421   0.485015E+00   0.626906E-02   0.413517E-02  -0.766386E-02
  6422   0.485106E+00   0.626615E-02   0.413391E-02  -0.766020E-02
  6423   0.484674E+00   0.626303E-02   0.413286E-02  -0.765654E-02
  6424   0.484765E+00   0.626012E-02   0.413160E-02  -0.765288E-02
  6425   0.484333E+00   0.625700E-02   0.413055E-02  -0.764923E-02
  6426   0.484425E+00   0.625410E-02   0.412929E-02  -0.764559E-02
  6427   0.483992E+00   0.625100E-02   0.412824E-02  -0.764195E-02
  6428   0.484084E+00   0.624810E-02   0.412698E-02  -0.763832E-02
  6429   0.483652E+00   0.624500E-02   0.412593E-02  -0.763469E-02
  6430   0.483745E+00   0.624211E-02   0.412467E-02  -0.763107E-02
  6431   0.483313E+00   0.623902E-02   0.412363E-02  -0.762745E-02
  6432   0.483406E+00   0.623614E-02   0.412237E-02  -0.762384E-02
  6433   0.482974E+00   0.623305E-02   0.412132E-02  -0.762023E-02
  6434   0.483067E+00   0.623018E-02   0.412007E-02  -0.761663E-02
  6435   0.482635E+00   0.622710E-02   0.411902E-02  -0.761303E-02
  6436   0.482728E+00   0.622423E-02   0.411777E-02  -0.760944E-02
  6437   0.482297E+00   0.622116E-02   0.411672E-02  -0.760585E-02
  6438   0.482391E+00   0.621830E-02   0.411547E-02  -0.760227E-02
  6439   0.481959E+00   0.621524E-02   0.411443E-02  -0.759870E-02
  6440   0.482053E+00   0.621238E-02   0.411318E-02  -0.759513E-02
  6441   0.481621E+00   0.620932E-02   0.411213E-02  -0.759156E-02
  6442   0.481716E+00   0.620648E-02   0.411088E-02  -0.758800E-02
  6443   0.481284E+00   0.620343E-02   0.410984E-02  -0.758445E-02
  6444   0.481379E+00   0.620059E-02   0.410859E-02  -0.758090E-02
  6445   0.480948E+00   0.619754E-02   0.410755E-02  -0.757735E-02
  6446   0.481043E+00   0.619471E-02   0.410631E-02  -0.757381E-02
  6447   0.480612E+00   0.619167E-02   0.410527E-02  -0.757028E-02
  6448   0.480707E+00   0.618885E-02   0.410402E-02  -0.756675E-02
  6449   0.480276E+00   0.618581E-02   0.410298E-02  -0.756322E-02
  6450   0.480372E+00   0.618300E-02   0.410173E-02  -0.755970E-02
  6451   0.479941E+00   0.617997E-02   0.410070E-02  -0.755619E-02
  6452   0.480037E+00   0.617716E-02   0.409945E-02  -0.755268E-02
  6453   0.479606E+00   0.617414E-02   0.409842E-02  -0.754918E-02
  6454   0.479703E+00   0.617134E-02   0.409717E-02  -0.754568E-02
  6455   0.479271E+00   0.616832E-02   0.409614E-02  -0.754218E-02
  6456   0.479369E+00   0.616553E-02   0.409489E-02  -0.753869E-02
  6457   0.478937E+00   0.616252E-02   0.409386E-02  -0.753521E-02
  6458   0.479035E+00   0.615973E-02   0.409262E-02  -0.753173E-02
  6459   0.478604E+00   0.615673E-02   0.409159E-02  -0.752826E-02
  6460   0.478702E+00   0.615395E-02   0.409035E-02  -0.752479E-02
  6461   0.478271E+00   0.615095E-02   0.408931E-02  -0.752132E-02
  6462   0.478369E+00   0.614818E-02   0.408807E-02  -0.751786E-02
  6463   0.477938E+00   0.614519E-02   0.408704E-02  -0.751441E-02
  6464   0.478037E+00   0.614242E-02   0.408580E-02  -0.751096E-02
  6465   0.477606E+00   0.613944E-02   0.408478E-02  -0.750752E-02
  6466   0.477705E+00   0.613668E-02   0.408354E-02  -0.750408E-02
  6467   0.477274E+00   0.613370E-02   0.408251E-02  -0.750064E-02
  6468   0.477373E+00   0.613095E-02   0.408127E-02  -0.749721E-02
  6469   0.476942E+00   0.612798E-02   0.408025E-02  -0.749379E-02
  6470   0.477042E+00   0.612523E-02   0.407901E-02  -0.749037E-02
  6471   0.476611E+00   0.612227E-02   0.407798E-02  -0.748695E-02
  6472   0.476711E+00   0.611952E-02   0.407675E-02  -0.748354E-02
  6473   0.476281E+00   0.611657E-02   0.407572E-02  -0.748014E-02
  6474   0.476381E+00   0.611383E-02   0.407449E-02  -0.747674E-02
  6475   0.475950E+00   0.611089E-02   0.407347E-02  -0.747334E-02
  6476   0.476051E+00   0.610815E-02   0.407223E-02  -0.746995E-02
  6477   0.475621E+00   0.610521E-02   0.407121E-02  -0.746656E-02
  6478   0.475722E+00   0.610249E-02   0.406998E-02  -0.746318E-02
  6479   0.475291E+00   0.609956E-02   0.406896E-02  -0.745981E-02
  6480   0.475393E+00   0.609684E-02   0.406773E-02  -0.745643E-02
  6481   0.474962E+00   0.609391E-02   0.406671E-02  -0.745307E-02
  6482   0.475064E+00   0.609120E-02   0.406548E-02  -0.744970E-02
  6483   0.474634E+00   0.608828E-02   0.406446E-02  -0.744635E-02
  6484   0.474736E+00   0.608557E-02   0.406323E-02  -0.744299E-02
  6485   0.474306E+00   0.608265E-02   0.406221E-02  -0.743965E-02
  6486   0.474408E+00   0.607995E-02   0.406098E-02  -0.743630E-02
  6487   0.473978E+00   0.607705E-02   0.405997E-02  -0.743296E-02
  6488   0.474081E+00   0.607435E-02   0.405874E-02  -0.742963E-02
  6489   0.473650E+00   0.607145E-02   0.405772E-02  -0.742630E-02
  6490   0.473754E+00   0.606876E-02   0.405650E-02  -0.742298E-02
  6491   0.473324E+00   0.606587E-02   0.405548E-02  -0.741966E-02
  6492   0.473427E+00   0.606319E-02   0.405426E-02  -0.741634E-02
  6493   0.472997E+00   0.606030E-02   0.405324E-02  -0.741303E-02
  6494   0.473101E+00   0.605762E-02   0.405202E-02  -0.740973E-02
  6495   0.472671E+00   0.605474E-02   0.405101E-02  -0.740642E-02
  6496   0.472775E+00   0.605207E-02   0.404978E-02  -0.740313E-02
  6497   0.472345E+00   0.604919E-02   0.404877E-02  -0.739984E-02
  6498   0.472450E+00   0.604653E-02   0.404755E-02  -0.739655E-02
  6499   0.472020E+00   0.604366E-02   0.404654E-02  -0.739326E-02
  6500   0.472125E+00   0.604101E-02   0.404532E-02  -0.738999E-02
  6501   0.471695E+00   0.603814E-02   0.404431E-02  -0.738671E-02
  6502   0.471800E+00   0.603549E-02   0.404309E-02  -0.738344E-02
  6503   0.471371E+00   0.603263E-02   0.404208E-02  -0.738018E-02
  6504   0.471476E+00   0.602999E-02   0.404086E-02  -0.737692E-02
  6505   0.471047E+00   0.602714E-02   0.403985E-02  -0.737366E-02
  6506   0.471152E+00   0.602450E-02   0.403864E-02  -0.737041E-02
  6507   0.470723E+00   0.602165E-02   0.403763E-02  -0.736717E-02
  6508   0.470829E+00   0.601902E-02   0.403641E-02  -0.736392E-02
  6509   0.470400E+00   0.601618E-02   0.403541E-02  -0.736069E-02
  6510   0.470506E+00   0.601356E-02   0.403419E-02  -0.735745E-02
  6511   0.470077E+00   0.601072E-02   0.403319E-02  -0.735423E-02
  6512   0.470184E+00   0.600810E-02   0.403197E-02  -0.735100E-02
  6513   0.469754E+00   0.600528E-02   0.403097E-02  -0.734778E-02
  6514   0.469862E+00   0.600266E-02   0.402976E-02  -0.734457E-02
  6515   0.469432E+00   0.599984E-02   0.402875E-02  -0.734136E-02
  6516   0.469540E+00   0.599723E-02   0.402754E-02  -0.733815E-02
  6517   0.469111E+00   0.599442E-02   0.402654E-02  -0.733495E-02
  6518   0.469219E+00   0.599182E-02   0.402533E-02  -0.733175E-02
  6519   0.468789E+00   0.598901E-02   0.402433E-02  -0.732856E-02
  6520   0.468898E+00   0.598641E-02   0.402312E-02  -0.732537E-02
  6521   0.468468E+00   0.598361E-02   0.402212E-02  -0.732218E-02
  6522   0.468577E+00   0.598102E-02   0.402091E-02  -0.731900E-02
  6523   0.468148E+00   0.597822E-02   0.401991E-02  -0.731583E-02
  6524   0.468257E+00   0.597564E-02   0.401870E-02  -0.731266E-02
  6525   0.467828E+00   0.597285E-02   0.401770E-02  -0.730949E-02
  6526   0.467937E+00   0.597027E-02   0.401650E-02  -0.730633E-02
  6527   0.467508E+00   0.596748E-02   0.401550E-02  -0.730317E-02
  6528   0.467618E+00   0.596491E-02   0.401429E-02  -0.730002E-02
  6529   0.467189E+00   0.596213E-02   0.401330E-02  -0.729687E-02
  6530   0.467299E+00   0.595957E-02   0.401209E-02  -0.729372E-02
  6531   0.466870E+00   0.595679E-02   0.401110E-02  -0.729058E-02
  6532   0.466980E+00   0.595423E-02   0.400989E-02  -0.728744E-02
  6533   0.466552E+00   0.595146E-02   0.400890E-02  -0.728431E-02
  6534   0.466662E+00   0.594891E-02   0.400770E-02  -0.728118E-02
  6535   0.466233E+00   0.594615E-02   0.400671E-02  -0.727806E-02
  6536   0.466345E+00   0.594360E-02   0.400550E-02  -0.727494E-02
  6537   0.465916E+00   0.594084E-02   0.400451E-02  -0.727182E-02
  6538   0.466027E+00   0.593830E-02   0.400331E-02  -0.726871E-02
  6539   0.465598E+00   0.593555E-02   0.400232E-02  -0.726560E-02
  6540   0.465710E+00   0.593301E-02   0.400112E-02  -0.726250E-02
  6541   0.465281E+00   0.593027E-02   0.400013E-02  -0.725940E-02
  6542   0.465394E+00   0.592774E-02   0.399893E-02  -0.725631E-02
  6543   0.464965E+00   0.592500E-02   0.399794E-02  -0.725322E-02
  6544   0.465077E+00   0.592247E-02   0.399674E-02  -0.725013E-02
  6545   0.464649E+00   0.591974E-02   0.399576E-02  -0.724705E-02
  6546   0.464762E+00   0.591722E-02   0.399456E-02  -0.724397E-02
  6547   0.464333E+00   0.591449E-02   0.399357E-02  -0.724090E-02
  6548   0.464446E+00   0.591198E-02   0.399238E-02  -0.723783E-02
  6549   0.464018E+00   0.590926E-02   0.399139E-02  -0.723476E-02
  6550   0.464131E+00   0.590675E-02   0.399020E-02  -0.723170E-02
  6551   0.463703E+00   0.590403E-02   0.398921E-02  -0.722864E-02
  6552   0.463817E+00   0.590153E-02   0.398802E-02  -0.722559E-02
  6553   0.463388E+00   0.589882E-02   0.398704E-02  -0.722254E-02
  6554   0.463502E+00   0.589632E-02   0.398584E-02  -0.721949E-02
  6555   0.463074E+00   0.589362E-02   0.398486E-02  -0.721645E-02
  6556   0.463188E+00   0.589113E-02   0.398367E-02  -0.721342E-02
  6557   0.462760E+00   0.588842E-02   0.398269E-02  -0.721038E-02
  6558   0.462875E+00   0.588594E-02   0.398149E-02  -0.720735E-02
  6559   0.462447E+00   0.588325E-02   0.398051E-02  -0.720433E-02
  6560   0.462562E+00   0.588077E-02   0.397932E-02  -0.720131E-02
  6561   0.462134E+00   0.587808E-02   0.397835E-02  -0.719829E-02
  6562   0.462249E+00   0.587560E-02   0.397715E-02  -0.719528E-02
  6563   0.461821E+00   0.587292E-02   0.397618E-02  -0.719227E-02
  6564   0.461937E+00   0.587045E-02   0.397499E-02  -0.718926E-02
  6565   0.461509E+00   0.586777E-02   0.397401E-02  -0.718626E-02
  6566   0.461625E+00   0.586531E-02   0.397282E-02  -0.718326E-02
  6567   0.461197E+00   0.586264E-02   0.397185E-02  -0.718027E-02
  6568   0.461313E+00   0.586018E-02   0.397066E-02  -0.717728E-02
  6569   0.460885E+00   0.585751E-02   0.396969E-02  -0.717430E-02
  6570   0.461002E+00   0.585506E-02   0.396850E-02  -0.717131E-02
  6571   0.460574E+00   0.585240E-02   0.396753E-02  -0.716834E-02
  6572   0.460691E+00   0.584995E-02   0.396634E-02  -0.716536E-02
  6573   0.460263E+00   0.584730E-02   0.396537E-02  -0.716239E-02
  6574   0.460381E+00   0.584486E-02   0.396418E-02  -0.715943E-02
  6575   0.459953E+00   0.584220E-02   0.396321E-02  -0.715646E-02
  6576   0.460071E+00   0.583977E-02   0.396203E-02  -0.715351E-02
  6577   0.459643E+00   0.583712E-02   0.396106E-02  -0.715055E-02
  6578   0.459761E+00   0.583469E-02   0.395988E-02  -0.714760E-02
  6579   0.459333E+00   0.583205E-02   0.395891E-02  -0.714465E-02
  6580   0.459452E+00   0.582963E-02   0.395772E-02  -0.714171E-02
  6581   0.459024E+00   0.582699E-02   0.395676E-02  -0.713877E-02
  6582   0.459143E+00   0.582457E-02   0.395558E-02  -0.713584E-02
  6583   0.458715E+00   0.582194E-02   0.395461E-02  -0.713290E-02
  6584   0.458834E+00   0.581953E-02   0.395343E-02  -0.712998E-02
  6585   0.458407E+00   0.581691E-02   0.395246E-02  -0.712705E-02
  6586   0.458526E+00   0.581450E-02   0.395128E-02  -0.712413E-02
  6587   0.458098E+00   0.581188E-02   0.395032E-02  -0.712122E-02
  6588   0.458218E+00   0.580948E-02   0.394914E-02  -0.711830E-02
  6589   0.457791E+00   0.580686E-02   0.394818E-02  -0.711539E-02
  6590   0.457911E+00   0.580446E-02   0.394700E-02  -0.711249E-02
  6591   0.457483E+00   0.580185E-02   0.394604E-02  -0.710959E-02
  6592   0.457604E+00   0.579946E-02   0.394486E-02  -0.710669E-02
  6593   0.457176E+00   0.579686E-02   0.394390E-02  -0.710379E-02
  6594   0.457297E+00   0.579447E-02   0.394272E-02  -0.710090E-02
  6595   0.456870E+00   0.579187E-02   0.394176E-02  -0.709802E-02
  6596   0.456991E+00   0.578949E-02   0.394059E-02  -0.709513E-02
  6597   0.456563E+00   0.578690E-02   0.393963E-02  -0.709225E-02
  6598   0.456685E+00   0.578452E-02   0.393845E-02  -0.708938E-02
  6599   0.456258E+00   0.578193E-02   0.393750E-02  -0.708651E-02
  6600   0.456379E+00   0.577956E-02   0.393632E-02  -0.708364E-02
  6601   0.455952E+00   0.577698E-02   0.393537E-02  -0.708077E-02
  6602   0.456074E+00   0.577461E-02   0.393419E-02  -0.707791E-02
  6603   0.455647E+00   0.577203E-02   0.393324E-02  -0.707505E-02
  6604   0.455769E+00   0.576967E-02   0.393207E-02  -0.707220E-02
  6605   0.455342E+00   0.576710E-02   0.393111E-02  -0.706935E-02
  6606   0.455465E+00   0.576474E-02   0.392994E-02  -0.706650E-02
  6607   0.455038E+00   0.576217E-02   0.392899E-02  -0.706366E-02
  6608   0.455161E+00   0.575982E-02   0.392782E-02  -0.706082E-02
  6609   0.454734E+00   0.575726E-02   0.392686E-02  -0.705798E-02
  6610   0.454857E+00   0.575492E-02   0.392569E-02  -0.705515E-02
  6611   0.454430E+00   0.575236E-02   0.392474E-02  -0.705232E-02
  6612   0.454554E+00   0.575002E-02   0.392357E-02  -0.704949E-02
  6613   0.454127E+00   0.574746E-02   0.392262E-02  -0.704667E-02
  6614   0.454251E+00   0.574513E-02   0.392146E-02  -0.704385E-02
  6615   0.453824E+00   0.574258E-02   0.392051E-02  -0.704104E-02
  6616   0.453948E+00   0.574025E-02   0.391934E-02  -0.703823E-02
  6617   0.453521E+00   0.573771E-02   0.391839E-02  -0.703542E-02
  6618   0.453646E+00   0.573538E-02   0.391723E-02  -0.703261E-02
  6619   0.453219E+00   0.573284E-02   0.391628E-02  -0.702981E-02
  6620   0.453344E+00   0.573052E-02   0.391511E-02  -0.702702E-02
  6621   0.452917E+00   0.572799E-02   0.391417E-02  -0.702422E-02
  6622   0.453042E+00   0.572567E-02   0.391300E-02  -0.702143E-02
  6623   0.452616E+00   0.572314E-02   0.391206E-02  -0.701864E-02
  6624   0.452741E+00   0.572084E-02   0.391090E-02  -0.701586E-02
  6625   0.452314E+00   0.571831E-02   0.390995E-02  -0.701308E-02
  6626   0.452441E+00   0.571601E-02   0.390879E-02  -0.701030E-02
  6627   0.452014E+00   0.571349E-02   0.390785E-02  -0.700753E-02
  6628   0.452140E+00   0.571119E-02   0.390668E-02  -0.700476E-02
  6629   0.451713E+00   0.570867E-02   0.390574E-02  -0.700199E-02
